# Spherical Bessel functions via up and down recursion
# x    d_rec    u_rec    gsl    relerr_ud   relerr_dg
27.300000  3.33373451e-02  3.33373451e-02  3.33373451e-02  2.08141766e-16  1.04070883e-16
27.400000  3.47617879e-02  3.47617879e-02  3.47617879e-02  1.99612688e-16  3.99225375e-16
27.500000  3.58804724e-02  3.58804724e-02  3.58804724e-02  0.00000000e+00  1.93389146e-16
27.600000  3.66857623e-02  3.66857623e-02  3.66857623e-02  3.78288113e-16  1.89144056e-16
27.700000  3.71727105e-02  3.71727105e-02  3.71727105e-02  7.46665368e-16  3.73332684e-16
27.800000  3.73390913e-02  3.73390913e-02  3.73390913e-02  9.29172841e-17  1.85834568e-16
27.900000  3.71854099e-02  3.71854099e-02  3.71854099e-02  0.00000000e+00  0.00000000e+00
28.000000  3.67148888e-02  3.67148888e-02  3.67148888e-02  2.83491008e-16  0.00000000e+00
28.100000  3.59334307e-02  3.59334307e-02  3.59334307e-02  2.60690577e-15  9.65520654e-17
28.200000  3.48495585e-02  3.48495585e-02  3.48495585e-02  3.28531420e-15  9.95549759e-17
28.300000  3.34743335e-02  3.34743335e-02  3.34743335e-02  6.63327935e-15  2.07289980e-16
28.400000  3.18212520e-02  3.18212520e-02  3.18212520e-02  2.39864330e-15  1.09029241e-16
28.500000  2.99061212e-02  2.99061212e-02  2.99061212e-02  1.79817461e-15  5.80056325e-17
28.600000  2.77469154e-02  2.77469154e-02  2.77469154e-02  6.25195072e-17  2.50078029e-16
28.700000  2.53636144e-02  2.53636144e-02  2.53636144e-02  7.52335923e-16  2.05182524e-16
28.800000  2.27780250e-02  2.27780250e-02  2.27780250e-02  9.90050947e-16  7.61577652e-17
28.900000  2.00135868e-02  2.00135868e-02  2.00135868e-02  1.73354581e-16  8.66772903e-17
29.000000  1.70951654e-02  1.70951654e-02  1.70951654e-02  7.10321548e-16  7.10321548e-16
29.100000  1.40488324e-02  1.40488324e-02  1.40488324e-02  1.29652031e-15  3.08695311e-16
29.200000  1.09016373e-02  1.09016373e-02  1.09016373e-02  1.59125041e-16  1.67081293e-15
29.300000  7.68137013e-03  7.68137013e-03  7.68137013e-03  4.40378568e-15  5.08129117e-16
29.400000  4.41631914e-03  4.41631914e-03  4.41631914e-03  6.97217314e-15  3.92798487e-15
29.500000  1.13502449e-03  1.13502449e-03  1.13502449e-03  2.74149172e-14  9.45671360e-15
29.600000 -2.13396947e-03 -2.13396947e-03 -2.13396947e-03  7.92586499e-15  1.21936384e-15
29.700000 -5.36236126e-03 -5.36236126e-03 -5.36236126e-03  1.12416225e-14  8.08749818e-17
29.800000 -8.52233661e-03 -8.52233661e-03 -8.52233661e-03  5.39408078e-15  2.03550218e-16
29.900000 -1.15868079e-02 -1.15868079e-02 -1.15868079e-02  5.24003870e-15  7.48576957e-16
30.000000 -1.45296464e-02 -1.45296464e-02 -1.45296464e-02  6.86503973e-15  9.55135963e-16
30.100000 -1.73259060e-02 -1.73259060e-02 -1.73259060e-02  8.21009447e-15  1.10135414e-15
30.200000 -1.99520354e-02 -1.99520354e-02 -1.99520354e-02  9.12919216e-15  5.21668123e-16
30.300000 -2.23860780e-02 -2.23860780e-02 -2.23860780e-02  9.91887033e-15  2.32473523e-16
30.400000 -2.46078572e-02 -2.46078572e-02 -2.46078572e-02  1.32530033e-14  0.00000000e+00
30.500000 -2.65991455e-02 -2.65991455e-02 -2.65991455e-02  1.76738784e-14  6.52172634e-17
30.600000 -2.83438161e-02 -2.83438161e-02 -2.83438161e-02  2.36855187e-14  6.12028907e-16
30.700000 -2.98279759e-02 -2.98279759e-02 -2.98279759e-02  3.23356253e-14  1.16315199e-16
30.800000 -3.10400784e-02 -3.10400784e-02 -3.10400784e-02  4.67211714e-14  5.58865687e-17
30.900000 -3.19710157e-02 -3.19710157e-02 -3.19710157e-02  6.86922160e-14  1.08518509e-16
31.000000 -3.26141889e-02 -3.26141889e-02 -3.26141889e-02  1.06697588e-13  0.00000000e+00
31.100000 -3.29655560e-02 -3.29655560e-02 -3.29655560e-02  1.77337161e-13  0.00000000e+00
31.200000 -3.30236579e-02 -3.30236579e-02 -3.30236579e-02  3.30622053e-13  0.00000000e+00
31.300000 -3.27896209e-02 -3.27896209e-02 -3.27896209e-02  7.99706716e-13  1.05809304e-16
31.400000 -3.22671368e-02 -3.22671368e-02 -3.22671368e-02  7.63507341e-12  1.07522616e-16
31.500000 -3.14624204e-02 -3.14624204e-02 -3.14624204e-02  1.90771821e-12  0.00000000e+00
31.600000 -3.03841449e-02 -3.03841449e-02 -3.03841449e-02  1.16566878e-12  0.00000000e+00
31.700000 -2.90433559e-02 -2.90433559e-02 -2.90433559e-02  1.02231736e-12  5.97287545e-17
31.800000 -2.74533646e-02 -2.74533646e-02 -2.74533646e-02  1.03742075e-12  6.31880101e-17
31.900000 -2.56296213e-02 -2.56296213e-02 -2.56296213e-02  1.14636932e-12  2.03052959e-16
32.000000 -2.35895707e-02 -2.35895707e-02 -2.35895707e-02  1.34500508e-12  0.00000000e+00
32.100000 -2.13524899e-02 -2.13524899e-02 -2.13524899e-02  1.65839724e-12  8.12422104e-17
32.200000 -1.89393101e-02 -1.89393101e-02 -1.89393101e-02  2.13505160e-12  1.00753186e-15
32.300000 -1.63724250e-02 -1.63724250e-02 -1.63724250e-02  2.87506105e-12  6.35723837e-16
32.400000 -1.36754868e-02 -1.36754868e-02 -1.36754868e-02  4.06970033e-12  1.01479296e-15
32.500000 -1.08731910e-02 -1.08731910e-02 -1.08731910e-02  6.13069514e-12  1.11678939e-15
32.600000 -7.99105309e-03 -7.99105309e-03 -7.99105309e-03  1.01065260e-11  3.47333140e-15
32.700000 -5.05517900e-03 -5.05517900e-03 -5.05517900e-03  1.95638480e-11  5.14736514e-16
32.800000 -2.09203031e-03 -2.09203031e-03 -2.09203031e-03  5.84536127e-11  3.73142569e-15
32.900000  8.71812449e-04  8.71812449e-04  8.71812449e-04  1.74999148e-10  2.11415161e-15
33.000000  3.80988693e-03  3.80988693e-03  3.80988693e-03  5.04089292e-11  3.18725058e-15
33.100000  6.69608428e-03  6.69608428e-03  6.69608428e-03  3.64232941e-11  2.13728921e-15
33.200000  9.50488056e-03  9.50488056e-03  9.50488056e-03  3.28761150e-11  2.73763063e-16
33.300000  1.22115621e-02  1.22115621e-02  1.22115621e-02  3.30912641e-11  2.84111641e-16
33.400000  1.47924431e-02  1.47924431e-02  1.47924431e-02  3.56738738e-11  1.23134470e-15
33.500000  1.72250730e-02  1.72250730e-02  1.72250730e-02  4.04400851e-11  1.20851051e-15
33.600000  1.94884322e-02  1.94884322e-02  1.94884322e-02  4.77508364e-11  1.42420772e-15
33.700000  2.15631151e-02  2.15631151e-02  2.15631151e-02  5.84571259e-11  1.04583244e-15
33.800000  2.34314964e-02  2.34314964e-02  2.34314964e-02  7.40703310e-11  7.40338324e-17
33.900000  2.50778829e-02  2.50778829e-02  2.50778829e-02  9.72275614e-11  0.00000000e+00
34.000000  2.64886459e-02  2.64886458e-02  2.64886458e-02  1.32703241e-10  0.00000000e+00
34.100000  2.76523354e-02  2.76523354e-02  2.76523354e-02  1.89802054e-10  0.00000000e+00
34.200000  2.85597745e-02  2.85597745e-02  2.85597745e-02  2.88810536e-10  1.21480194e-16
34.300000  2.92041324e-02  2.92041324e-02  2.92041324e-02  4.82630267e-10  5.93999319e-17
34.400000  2.95809767e-02  2.95809766e-02  2.95809766e-02  9.60895764e-10  1.17286423e-16
34.500000  2.96883036e-02  2.96883034e-02  2.96883034e-02  3.24133268e-09  5.84312096e-17
34.600000  2.95265455e-02  2.95265458e-02  2.95265458e-02  5.46705514e-09  5.87513177e-17
34.700000  2.90985605e-02  2.90985607e-02  2.90985607e-02  2.05356511e-09  5.96154393e-17
34.800000  2.84095924e-02  2.84095925e-02  2.84095925e-02  1.53786798e-09  1.83183565e-16
34.900000  2.74672172e-02  2.74672173e-02  2.74672173e-02  1.40442113e-09  1.26312284e-16
35.000000  2.62812645e-02  2.62812646e-02  2.62812646e-02  1.41995222e-09  6.60060884e-17
35.100000  2.48637198e-02  2.48637198e-02  2.48637198e-02  1.53368642e-09  0.00000000e+00
35.200000  2.32286075e-02  2.32286076e-02  2.32286076e-02  1.74066307e-09  0.00000000e+00
35.300000  2.13918566e-02  2.13918567e-02  2.13918567e-02  2.05898889e-09  8.10927027e-17
35.400000  1.93711484e-02  1.93711485e-02  1.93711485e-02  2.52923628e-09  0.00000000e+00
35.500000  1.71857501e-02  1.71857502e-02  1.71857502e-02  3.22527332e-09  0.00000000e+00
35.600000  1.48563337e-02  1.48563338e-02  1.48563338e-02  4.28139689e-09  4.08683074e-16
35.700000  1.24047832e-02  1.24047834e-02  1.24047834e-02  5.95691492e-09  1.53827420e-15
35.800000  9.85399189e-03  9.85399206e-03  9.85399206e-03  8.80815822e-09  1.67240575e-15
35.900000  7.22764999e-03  7.22765020e-03  7.22765020e-03  1.42481036e-08  1.74008770e-15
36.000000  4.55002714e-03  4.55002739e-03  4.55002739e-03  2.71079921e-08  5.24226466e-15
36.100000  1.84574951e-03  1.84574981e-03  1.84574981e-03  8.07670136e-08  2.46709988e-15
36.200000 -8.60425294e-04 -8.60424930e-04 -8.60424930e-04  2.11280716e-07  1.82711251e-14
36.300000 -3.54383370e-03 -3.54383325e-03 -3.54383325e-03  6.31185214e-08  2.50871223e-15
36.400000 -6.18013009e-03 -6.18012954e-03 -6.18012954e-03  4.49460096e-08  7.01734270e-17
36.500000 -8.74550706e-03 -8.74550637e-03 -8.74550637e-03  3.98266004e-08  1.88438180e-15
36.600000 -1.12169100e-02 -1.12169091e-02 -1.12169091e-02  3.93452364e-08  6.18610159e-16
36.700000 -1.35722439e-02 -1.35722428e-02 -1.35722428e-02  4.16806172e-08  1.91721093e-16
36.800000 -1.57905713e-02 -1.57905698e-02 -1.57905698e-02  4.65261694e-08  4.39432775e-16
36.900000 -1.78522981e-02 -1.78522962e-02 -1.78522962e-02  5.42699421e-08  9.71708883e-17
37.000000 -1.97393474e-02 -1.97393448e-02 -1.97393448e-02  6.59349633e-08  8.78815126e-17
37.100000 -2.14353182e-02 -2.14353146e-02 -2.14353146e-02  8.34877119e-08  8.09282955e-17
37.200000 -2.29256288e-02 -2.29256237e-02 -2.29256237e-02  1.10686724e-07  7.56674497e-17
37.300000 -2.41976426e-02 -2.41976351e-02 -2.41976351e-02  1.55294637e-07  1.43379588e-16
37.400000 -2.52407769e-02 -2.52407650e-02 -2.52407650e-02  2.35790283e-07  6.87270562e-17
37.500000 -2.60465924e-02 -2.60465711e-02 -2.60465711e-02  4.08376909e-07  6.66008385e-17
37.600000 -2.66088724e-02 -2.66088214e-02 -2.66088214e-02  9.57634489e-07  1.30387096e-16
37.700000 -2.69167475e-02 -2.69235429e-02 -2.69235429e-02  1.26212785e-04  1.28862942e-16
37.800000 -2.69889768e-02 -2.69890484e-02 -2.69890484e-02  1.32790557e-06  6.42750885e-17
37.900000 -2.68059007e-02 -2.68059439e-02 -2.68059439e-02  8.06148762e-07  6.47141350e-17
38.000000 -2.63770785e-02 -2.63771132e-02 -2.63771132e-02  6.58224022e-07  0.00000000e+00
38.100000 -2.57076513e-02 -2.57076828e-02 -2.57076828e-02  6.11422226e-07  3.37393979e-16
38.200000 -2.48049357e-02 -2.48049661e-02 -2.48049661e-02  6.13207407e-07  6.99345231e-17
38.300000 -2.36783571e-02 -2.36783879e-02 -2.36783879e-02  6.49034159e-07  0.00000000e+00
38.400000 -2.23393569e-02 -2.23393889e-02 -2.23393889e-02  7.16676694e-07  1.55306260e-16
38.500000 -2.08012796e-02 -2.08013137e-02 -2.08013137e-02  8.20650869e-07  4.16974500e-16
38.600000 -1.90792426e-02 -1.90792797e-02 -1.90792797e-02  9.71778404e-07  1.18198410e-15
38.700000 -1.71899909e-02 -1.71900318e-02 -1.71900318e-02  1.18954776e-06  5.04572503e-16
38.800000 -1.51517362e-02 -1.51517819e-02 -1.51517819e-02  1.50807121e-06  2.86224335e-16
38.900000 -1.29839836e-02 -1.29840352e-02 -1.29840352e-02  1.98944226e-06  1.13563690e-15
39.000000 -1.07073473e-02 -1.07074063e-02 -1.07074063e-02  2.75594437e-06  1.21508662e-15
39.100000 -8.34335609e-03 -8.34342417e-03 -8.34342417e-03  4.08000105e-06  1.24749032e-15
39.200000 -5.91425160e-03 -5.91433087e-03 -5.91433087e-03  6.70162562e-06  2.56644932e-15
39.300000 -3.44278026e-03 -3.44287339e-03 -3.44287339e-03  1.35260843e-05  6.29824016e-16
39.400000 -9.51981618e-04 -9.52092033e-04 -9.52092033e-04  5.79890054e-05  6.09235391e-15
39.500000  1.53502543e-03  1.53489333e-03  1.53489333e-03  4.30322575e-05  6.99306024e-15
39.600000  3.99525650e-03  3.99509693e-03  3.99509693e-03  1.99706434e-05  4.01647130e-15
39.700000  6.40607355e-03  6.40587883e-03  6.40587883e-03  1.51984613e-05  1.82791211e-15
39.800000  8.74539297e-03  8.74515270e-03  8.74515270e-03  1.37371493e-05  2.18200401e-15
39.900000  1.09918880e-02  1.09915878e-02  1.09915878e-02  1.36552858e-05  1.34149404e-15
40.000000  1.31251837e-02  1.31248032e-02  1.31248032e-02  1.44945738e-05  7.93028338e-16
40.100000  1.51260431e-02  1.51255526e-02  1.51255526e-02  1.62162480e-05  0.00000000e+00
40.200000  1.69765440e-02  1.69758980e-02  1.69758980e-02  1.90266978e-05  4.08749741e-16
40.300000  1.86602450e-02  1.86593708e-02  1.86593708e-02  2.34250657e-05  1.85935903e-16
40.400000  2.01623464e-02  2.01611183e-02  2.01611183e-02  3.04550172e-05  3.44172073e-16
40.500000  2.14698588e-02  2.14680356e-02  2.14680356e-02  4.24623682e-05  2.42414841e-16
40.600000  2.25718487e-02  2.25688794e-02  2.25688794e-02  6.57784372e-05  7.68635183e-17
40.700000  2.34602249e-02  2.34543662e-02  2.34543662e-02  1.24880142e-04  0.00000000e+00
40.800000  2.41406770e-02  2.41172498e-02  2.41172498e-02  4.85457279e-04  7.19287435e-17
40.900000  2.45337802e-02  2.45523815e-02  2.45523815e-02  3.78951272e-04  1.41307961e-16
41.000000  2.47487043e-02  2.47567491e-02  2.47567491e-02  1.62503702e-04  0.00000000e+00
41.100000  2.47237438e-02  2.47294976e-02  2.47294976e-02  1.16348172e-04  1.40295893e-16
41.200000  2.44670823e-02  2.44719278e-02  2.44719278e-02  9.90106083e-05  1.41772523e-16
41.300000  2.39830431e-02  2.39874770e-02  2.39874770e-02  9.24286044e-05  1.44635759e-16
41.400000  2.32774085e-02  2.32816781e-02  2.32816781e-02  9.17036815e-05  1.49020485e-16
41.500000  2.23578425e-02  2.23621007e-02  2.23621007e-02  9.52183255e-05  7.75742629e-17
41.600000  2.12339143e-02  2.12382725e-02  2.12382725e-02  1.02614101e-04  3.26716492e-16
41.700000  1.99170319e-02  1.99215838e-02  1.99215838e-02  1.14260805e-04  7.83698294e-16
41.800000  1.84203402e-02  1.84251738e-02  1.84251738e-02  1.31186417e-04  1.88299279e-16
41.900000  1.67585970e-02  1.67638020e-02  1.67638020e-02  1.55269542e-04  1.03480313e-15
42.000000  1.49480307e-02  1.49537045e-02  1.49537045e-02  1.89746944e-04  6.96037619e-16
42.100000  1.30061842e-02  1.30124370e-02  1.30124370e-02  2.40321926e-04  8.66532732e-16
42.200000  1.09517458e-02  1.09587067e-02  1.09587067e-02  3.17695163e-04  1.18722277e-15
42.300000  8.80436991e-03  8.81219291e-03  8.81219291e-03  4.44070743e-04  5.90564742e-16
42.400000  6.58448744e-03  6.59336036e-03  6.59336036e-03  6.73320681e-04  7.23529323e-16
42.500000  4.31310989e-03  4.32326509e-03  4.32326509e-03  1.17586419e-03  9.02819452e-16
42.600000  2.01162644e-03  2.02335584e-03  2.02335584e-03  2.90692710e-03  2.46488033e-15
42.700000 -2.98403552e-04 -2.84727684e-04 -2.84727684e-04  2.34524700e-02  3.24619769e-14
42.800000 -2.59546232e-03 -2.57935753e-03 -2.57935753e-03  3.11214586e-03  6.47320632e-15
42.900000 -4.85828977e-03 -4.83911949e-03 -4.83911949e-03  1.97684516e-03  1.61315621e-15
43.000000 -7.06610554e-03 -7.04301238e-03 -7.04301238e-03  1.63675456e-03  1.29309701e-15
43.100000 -9.19884234e-03 -9.17064274e-03 -9.17064274e-03  1.53513253e-03  8.51222304e-16
43.200000 -1.12374026e-02 -1.12024132e-02 -1.12024132e-02  1.55925385e-03  3.09705318e-16
43.300000 -1.31639678e-02 -1.31197029e-02 -1.31197029e-02  1.68412169e-03  6.61113854e-17
43.400000 -1.49624319e-02 -1.49050379e-02 -1.49050379e-02  1.92162151e-03  3.49155129e-16
43.500000 -1.66191520e-02 -1.65422503e-02 -1.65422503e-02  2.31901419e-03  5.24331166e-16
43.600000 -1.81246246e-02 -1.80166250e-02 -1.80166250e-02  2.98826521e-03  9.62845970e-17
43.700000 -1.94784295e-02 -1.93150319e-02 -1.93150319e-02  4.21198847e-03  8.98120949e-17
43.800000 -2.07102537e-02 -2.04260429e-02 -2.04260429e-02  6.90900118e-03  1.69854091e-16
43.900000 -2.20588153e-02 -2.13400330e-02 -2.13400330e-02  1.65622445e-02  3.25158537e-16
44.000000 -1.89332050e-02 -2.20492632e-02 -2.20492632e-02  7.60339319e-02  7.86748954e-17
44.100000 -2.19500380e-02 -2.25479467e-02 -2.25479467e-02  1.34367593e-02  3.84674379e-16
44.200000 -2.24637436e-02 -2.28322955e-02 -2.28322955e-02  8.13651364e-03  1.51953489e-16
44.300000 -2.26138970e-02 -2.29005486e-02 -2.29005486e-02  6.29803492e-03  0.00000000e+00
44.400000 -2.25053835e-02 -2.27529814e-02 -2.27529814e-02  5.47076545e-03  4.57449540e-16
44.500000 -2.21646393e-02 -2.23918950e-02 -2.23918950e-02  5.10038978e-03  7.74710437e-17
44.600000 -2.16044450e-02 -2.18215876e-02 -2.18215876e-02  5.00028821e-03  7.94957500e-17
44.700000 -2.08347190e-02 -2.10483068e-02 -2.10483068e-02  5.09962587e-03  2.47248887e-16
44.800000 -1.98653614e-02 -2.00801831e-02 -2.00801831e-02  5.37786506e-03  1.12306770e-15
44.900000 -1.87071775e-02 -1.89271477e-02 -1.89271477e-02  5.84493398e-03  1.19148461e-15
45.000000 -1.73721861e-02 -1.76008314e-02 -1.76008314e-02  6.53776166e-03  1.97118356e-16
45.100000 -1.58736843e-02 -1.61144499e-02 -1.61144499e-02  7.52671480e-03  7.53551280e-16
45.200000 -1.42261980e-02 -1.44826732e-02 -1.44826732e-02  8.93365921e-03  5.98896160e-16
45.300000 -1.24453677e-02 -1.27214828e-02 -1.27214828e-02  1.09713795e-02  2.72723472e-16
45.400000 -1.05477911e-02 -1.08480159e-02 -1.08480159e-02  1.40319467e-02  1.75902750e-15
45.500000 -8.55082865e-03 -8.88040046e-03 -8.88040046e-03  1.89069751e-02  1.07438613e-15
45.600000 -6.47237515e-03 -6.83758078e-03 -6.83758078e-03  2.74385306e-02  3.42500771e-15
45.700000 -4.33058894e-03 -4.73913605e-03 -4.73913605e-03  4.50451484e-02  1.09812640e-15
45.800000 -2.14356727e-03 -2.60509376e-03 -2.60509376e-03  9.71908687e-02  8.32370943e-16
45.900000  7.10590065e-05 -4.55739329e-04 -4.55739329e-04  1.00000000e+00  1.92698700e-14
46.000000  2.29665854e-03  1.68857592e-03  1.68857592e-03  1.52583902e-01  1.24563675e-14
46.100000  4.51835071e-03  3.80762686e-03  3.80762686e-03  8.53622107e-02  1.25287738e-15
46.200000  6.72415129e-03  5.88150480e-03  5.88150480e-03  6.68466984e-02  5.60396483e-15
46.300000  8.90687926e-03  7.89080403e-03  7.89080403e-03  6.04890094e-02  7.69444044e-16
46.400000  1.10676435e-02  9.81680315e-03  9.81680315e-03  5.98933943e-02  3.53419224e-16
46.500000  1.32229168e-02  1.16416391e-02  1.16416391e-02  6.35956535e-02  3.72525608e-16
46.600000  1.54207564e-02  1.33484729e-02  1.33484729e-02  7.20312495e-02  9.09696894e-16
46.700000  1.77843592e-02  1.49216446e-02  1.49216446e-02  8.75287182e-02  2.90638788e-16
46.800000  2.06587843e-02  1.63468171e-02  1.63468171e-02  1.16522012e-01  2.12239907e-16
46.900000  2.53347690e-02  1.76111070e-02  1.76111070e-02  1.79846420e-01  4.92508358e-16
47.000000  4.30588981e-02  1.87032006e-02  1.87032006e-02  3.94346986e-01  4.63750433e-16
47.100000 -9.53134150e-03  1.96134558e-02  1.96134558e-02  1.00000000e+00  0.00000000e+00
47.200000  1.00920703e-02  2.03339866e-02  2.03339866e-02  3.36616617e-01  2.55934585e-16
47.300000  1.41886778e-02  2.08587321e-02  2.08587321e-02  1.90315184e-01  4.15826683e-16
47.400000  1.59794338e-02  2.11835067e-02  2.11835067e-02  1.40033939e-01  3.27561153e-16
47.500000  1.68675124e-02  2.13060335e-02  2.13060335e-02  1.16272173e-01  5.69935475e-16
47.600000  1.72304342e-02  2.12259586e-02  2.12259586e-02  1.03897536e-01  4.08632540e-16
47.700000  1.72132449e-02  2.09448480e-02  2.09448480e-02  9.77932295e-02  4.14116988e-16
47.800000  1.68850423e-02  2.04661658e-02  2.04661658e-02  9.58770483e-02  5.08563301e-16
47.900000  1.62846072e-02  1.97952348e-02  1.97952348e-02  9.73016347e-02  4.38166935e-16
48.000000  1.54370259e-02  1.89391794e-02  1.89391794e-02  1.01877260e-01  0.00000000e+00
48.100000  1.43606474e-02  1.79068519e-02  1.79068519e-02  1.09900196e-01  5.81249060e-16
48.200000  1.30702269e-02  1.67087424e-02  1.67087424e-02  1.22184064e-01  1.03821307e-15
48.300000  1.15783326e-02  1.53568739e-02  1.53568739e-02  1.40282617e-01  1.07312681e-15
48.400000  9.89583788e-03  1.38646826e-02  1.38646826e-02  1.67035260e-01  6.25590765e-16
48.500000  8.03182275e-03  1.22468859e-02  1.22468859e-02  2.07856587e-01  1.62893001e-15
48.600000  5.99297460e-03  1.05193384e-02  1.05193384e-02  2.74120517e-01  1.64908040e-16
48.700000  3.78241935e-03  8.69887712e-03  8.69887712e-03  3.93906016e-01  1.69506355e-15
48.800000  1.39774330e-03  6.80315893e-03  6.80315893e-03  6.59124505e-01  7.01216833e-16
48.900000 -1.17230968e-03  4.85048976e-03  4.85048976e-03  1.00000000e+00  3.30815916e-15
49.000000 -3.95352036e-03  2.85964885e-03  2.85964885e-03  1.00000000e+00  3.41224397e-15
49.100000 -6.99649717e-03  8.49708751e-04  8.49708751e-04  1.00000000e+00  2.66039573e-14
49.200000 -1.03967175e-02 -1.16014671e-03 -1.16014671e-03  7.99228115e-01  8.03703413e-15
49.300000 -1.43371958e-02 -3.15080496e-03 -3.15080496e-03  6.39660929e-01  1.10113034e-15
49.400000 -1.91907822e-02 -5.10340600e-03 -5.10340600e-03  5.79866101e-01  6.37340341e-15
49.500000 -2.58094176e-02 -6.99952061e-03 -6.99952061e-03  5.73316237e-01  1.54896633e-15
49.600000 -3.65748391e-02 -8.82132402e-03 -8.82132402e-03  6.11362573e-01  1.17990687e-15
49.700000 -6.13815749e-02 -1.05517632e-02 -1.05517632e-02  7.06623842e-01  1.64401290e-16
49.800000 -2.52764870e-01 -1.21747162e-02 -1.21747162e-02  9.08094397e-01  7.12428712e-17
49.900000  8.18535520e-02 -1.36751424e-02 -1.36751424e-02  1.00000000e+00  4.43983105e-16
50.000000  2.63482576e-02 -1.50392215e-02 -1.50392215e-02  1.00000000e+00  1.73019941e-16
50.100000  1.08466826e-02 -1.62544811e-02 -1.62544811e-02  1.00000000e+00  1.06722784e-16
50.200000  3.23968675e-03 -1.73099105e-02 -1.73099105e-02  1.00000000e+00  0.00000000e+00
50.300000 -1.37428167e-03 -1.81960605e-02 -1.81960605e-02  8.59554661e-01  0.00000000e+00
50.400000 -4.46496756e-03 -1.89051280e-02 -1.89051280e-02  6.17890518e-01  3.67037658e-16
50.500000 -6.62420744e-03 -1.94310246e-02 -1.94310246e-02  4.91525739e-01  5.35655790e-16
50.600000 -8.13548268e-03 -1.97694288e-02 -1.97694288e-02  4.16913924e-01  5.26486675e-16
50.700000 -9.15167624e-03 -1.99178209e-02 -1.99178209e-02  3.70358821e-01  1.74188078e-16
50.800000 -9.76311606e-03 -1.98755012e-02 -1.98755012e-02  3.41189504e-01  5.23676901e-16
50.900000 -1.00275175e-02 -1.96435899e-02 -1.96435899e-02  3.24088759e-01  5.29859404e-16
51.000000 -9.98456246e-03 -1.92250112e-02 -1.92250112e-02  3.16350003e-01  1.80465276e-16
51.100000 -9.66355241e-03 -1.86244582e-02 -1.86244582e-02  3.16773982e-01  1.95598673e-15
51.200000 -9.08765302e-03 -1.78483430e-02 -1.78483430e-02  3.25240988e-01  4.85962053e-16
51.300000 -8.27633197e-03 -1.69047293e-02 -1.69047293e-02  3.42654238e-01  5.13088214e-16
51.400000 -7.24677378e-03 -1.58032504e-02 -1.58032504e-02  3.71213347e-01  1.09770043e-16
51.500000 -6.01467357e-03 -1.45550115e-02 -1.45550115e-02  4.15190504e-01  1.31102324e-15
51.600000 -4.59462121e-03 -1.31724790e-02 -1.31724790e-02  4.82794475e-01  7.90158089e-16
51.700000 -3.00018236e-03 -1.16693574e-02 -1.16693574e-02  5.90964351e-01  5.94625192e-16
51.800000 -1.24371659e-03 -1.00604538e-02 -1.00604538e-02  7.79954381e-01  9.48364683e-16
51.900000  6.64081064e-04 -8.36153331e-03 -8.36153331e-03  1.00000000e+00  2.59330946e-15
52.000000  2.71498829e-03 -6.58916503e-03 -6.58916503e-03  1.00000000e+00  1.84288363e-15
52.100000  4.90457614e-03 -4.76056153e-03 -4.76056153e-03  1.00000000e+00  1.54867755e-15
52.200000  7.23436335e-03 -2.89341218e-03 -2.89341218e-03  1.00000000e+00  2.84782672e-15
52.300000  9.71544079e-03 -1.00571264e-03 -1.00571264e-03  1.00000000e+00  4.85119664e-15
52.400000  1.23748832e-02  8.84408012e-04  8.84408012e-04  8.66597996e-01  1.35462748e-14
52.500000  1.52678654e-02  2.75886090e-03  2.75886090e-03  6.93914374e-01  1.57195627e-16
52.600000  1.85025534e-02  4.59977006e-03  4.59977006e-03  6.01791564e-01  2.82849488e-16
52.700000  2.22970650e-02  6.38964253e-03  6.38964253e-03  5.54522420e-01  9.50214686e-16
52.800000  2.71303094e-02  8.11153428e-03  8.11153428e-03  5.39664590e-01  1.06929430e-15
52.900000  3.42364620e-02  9.74921038e-03  9.74921038e-03  5.56709726e-01  1.69038028e-15
53.000000  4.79177717e-02  1.12872978e-02  1.12872978e-02  6.18705022e-01  8.45284607e-16
53.100000  9.98427071e-02  1.27114298e-02  1.27114298e-02  7.74127720e-01  4.09408739e-16
53.200000 -1.21903723e-01  1.40083794e-02  1.40083794e-02  1.00000000e+00  4.33421453e-16
53.300000 -1.78098378e-02  1.51661831e-02  1.51661831e-02  1.00000000e+00  8.57857641e-16
53.400000 -7.07071116e-04  1.61742503e-02  1.61742503e-02  1.00000000e+00  1.07252172e-16
53.500000  6.73669968e-03  1.70234605e-02  1.70234605e-02  4.32941561e-01  2.03803859e-16
53.600000  1.10437829e-02  1.77062459e-02  1.77062459e-02  2.31737610e-01  2.93917212e-16
53.700000  1.38732556e-02  1.82166584e-02  1.82166584e-02  1.35351026e-01  1.90454631e-16
53.800000  1.58403097e-02  1.85504214e-02  1.85504214e-02  7.88035505e-02  3.74055864e-16
53.900000  1.72257684e-02  1.87049654e-02  1.87049654e-02  4.11680145e-02  6.49189351e-16
54.000000  1.81769295e-02  1.86794469e-02  1.86794469e-02  1.36344741e-02  4.64340162e-16
54.100000  1.87797823e-02  1.84747507e-02  1.84747507e-02  8.18776921e-03  9.38969895e-17
54.200000  1.90894229e-02  1.80934763e-02  1.80934763e-02  2.67850695e-02  7.67005055e-16
54.300000  1.91443977e-02  1.75399068e-02  1.75399068e-02  4.37378016e-02  2.96704565e-16
