-1.0000000116860974e-07   0
-9.8019803829174634e-08   0
-9.6039606489739526e-08   0
-9.4059409150304418e-08   0
-9.207921181086931e-08   0
-9.0099007366006845e-08   0
-8.8118810026571737e-08   0
-8.6138612687136629e-08   0
-8.4158415347701521e-08   0
-8.2178218008266413e-08   0
-8.0198020668831305e-08   0
-7.8217823329396197e-08   0
-7.6237625989961089e-08   0
-7.4257428650525981e-08   0
-7.2277231311090873e-08   0
-7.0297033971655765e-08   0
-6.8316836632220657e-08   0
-6.6336639292785549e-08   0
-6.4356441953350441e-08   0
-6.2376237508487975e-08   0
-6.0396040169052867e-08   5
-5.8415842829617759e-08   20
-5.6435645490182651e-08   85
-5.4455448150747543e-08   85
-5.2475250811312435e-08   95
-5.0495049919163648e-08   185
-4.851485257972854e-08   205
-4.6534655240293432e-08   240
-4.4554457900858324e-08   410
-4.2574260561423216e-08   585
-4.0594059669274429e-08   635
-3.8613862329839321e-08   615
-3.6633664990404213e-08   750
-3.4653467650969105e-08   955
-3.2673270311533997e-08   1240
-3.0693072972098889e-08   1075
-2.8712875632663781e-08   1125
-2.6732678293228673e-08   1135
-2.4752473848366208e-08   1300
-2.27722765089311e-08   1175
-2.0792079169495992e-08   1035
-1.8811881830060884e-08   1570
-1.6831684490625776e-08   1490
-1.4851487151190668e-08   1205
-1.287128981175556e-08   1195
-1.0891092472320452e-08   1085
-8.9108951328853436e-09   1185
-6.9306977934502356e-09   1060
-4.9505004540151276e-09   1385
-2.970296009152662e-09   1185
-9.90098669717554e-10   1405
9.90098669717554e-10   1150
2.970296009152662e-09   1325
4.95049334858777e-09   1120
6.930690688022878e-09   1230
8.910888027457986e-09   1115
1.0891085366893094e-08   990
1.2871282706328202e-08   1205
1.485148004576331e-08   1025
1.6831684490625776e-08   1535
1.8811881830060884e-08   1170
2.0792079169495992e-08   1410
2.27722765089311e-08   1380
2.4752473848366208e-08   1075
2.6732671187801316e-08   1175
2.8712868527236424e-08   1210
3.0693065866671532e-08   1115
3.267326320610664e-08   1055
3.4653460545541748e-08   860
3.6633657884976856e-08   820
3.8613855224411964e-08   580
4.0594052563847072e-08   505
4.257424990328218e-08   385
4.4554447242717288e-08   315
4.6534644582152396e-08   145
4.8514856132442219e-08   85
5.0495053471877327e-08   145
5.2475250811312435e-08   60
5.4455448150747543e-08   75
5.6435645490182651e-08   10
5.8415842829617759e-08   5
6.0396040169052867e-08   0
6.2376237508487975e-08   0
6.4356434847923083e-08   0
6.6336632187358191e-08   0
6.8316829526793299e-08   0
7.0297026866228407e-08   0
7.2277224205663515e-08   0
7.4257421545098623e-08   0
7.6237618884533731e-08   0
7.8217816223968839e-08   0
8.0198013563403947e-08   0
8.2178210902839055e-08   0
8.4158408242274163e-08   0
8.6138605581709271e-08   0
8.8118802921144379e-08   0
9.0099000260579487e-08   0
9.207921181086931e-08   0
9.4059409150304418e-08   0
9.6039606489739526e-08   0
9.8019803829174634e-08   0
