# Spherical Bessel functions via up and down recursion
# x    d_rec    u_rec    gsl    relerr_ud   relerr_dg
1.457882 -1.59578886e+00 -1.59578886e+00 -1.59578886e+00 -1.51235882e+01 -1.56878596e+01
1.459392 -1.64248394e+00 -1.64248394e+00 -1.64248394e+00 -1.50043425e+01 -1.61182858e+01
1.460898 -1.69867507e+00 -1.69867507e+00 -1.69867507e+00 -1.57610647e+01 -1.60620947e+01
1.462398 -1.76712669e+00 -1.76712669e+00 -1.76712669e+00 -1.51485450e+01 -1.51485450e+01
1.463893 -1.85235977e+00 -1.85235977e+00 -1.85235977e+00 -1.48872207e+01 -1.55104700e+01
1.465383 -1.96250827e+00 -1.96250827e+00 -1.96250827e+00 -1.57982615e+01 -1.47770722e+01
1.466868 -2.11456131e+00 -2.11456131e+00 -2.11456131e+00 -1.43561738e+01 -1.52940259e+01
1.468347 -2.35493955e+00 -2.35493955e+00 -2.35493955e+00 -1.41566318e+01 -1.44058302e+01
1.469822 -2.94499477e+00 -2.94499477e+00 -2.94499477e+00 -1.35620131e+01 -1.40242598e+01
1.471292             nan             nan             nan -1.41009533e+01 -1.49138667e+01
1.472756             nan             nan             nan -1.39491710e+01 -1.60921858e+01
1.474216             nan             nan             nan -1.42680826e+01 -1.56913284e+01
1.475671             nan             nan             nan -1.42806655e+01 -1.51257635e+01
1.477121             nan             nan             nan -1.41633569e+01 -1.50199348e+01
1.478566             nan             nan             nan -1.40856518e+01 -1.49580730e+01
1.480007             nan             nan             nan -1.40395677e+01 -1.52826057e+01
1.481443             nan             nan             nan -1.40035378e+01 -1.56336265e+01
1.482874             nan             nan             nan -1.38776857e+01            -inf
1.484300             nan             nan             nan -1.37526681e+01 -1.61856374e+01
1.485721             nan             nan             nan -1.36255171e+01 -1.52132281e+01
1.487138             nan             nan             nan -1.34903187e+01 -1.59343635e+01
1.488551             nan             nan             nan -1.33304863e+01 -1.62526926e+01
1.489958             nan             nan             nan -1.31630925e+01 -1.59644962e+01
1.491362             nan             nan             nan -1.29718454e+01            -inf
1.492760             nan             nan             nan -1.27512002e+01            -inf
1.494155             nan             nan             nan -1.24806682e+01            -inf
1.495544             nan             nan             nan -1.20970693e+01 -1.59754761e+01
1.496930             nan             nan             nan -1.11171868e+01 -1.59685002e+01
1.498311             nan             nan             nan -1.17194858e+01            -inf
1.499687             nan             nan             nan -1.19334248e+01            -inf
1.501059             nan             nan             nan -1.19904143e+01 -1.62238165e+01
1.502427             nan             nan             nan -1.19840451e+01 -1.61993653e+01
1.503791             nan             nan             nan -1.19406754e+01 -1.56923907e+01
1.505150             nan             nan             nan -1.18712761e+01            -inf
1.506505             nan             nan             nan -1.17803114e+01 -1.60902183e+01
1.507856             nan             nan             nan -1.16705916e+01 -1.49967412e+01
1.509203             nan             nan             nan -1.15413529e+01 -1.51967315e+01
1.510545             nan             nan             nan -1.13904376e+01 -1.49936226e+01
1.511883             nan             nan             nan -1.12124903e+01 -1.49520287e+01
1.513218             nan             nan             nan -1.09953981e+01 -1.44592538e+01
1.514548             nan             nan             nan -1.07085457e+01 -1.52884150e+01
1.515874             nan             nan             nan -1.02331886e+01 -1.44281252e+01
1.517196 -3.05957693e+00 -3.05957693e+00 -3.05957693e+00 -9.75696406e+00 -1.46748639e+01
1.518514 -2.41908791e+00 -2.41908791e+00 -2.41908791e+00 -1.02974925e+01 -1.44965838e+01
1.519828 -2.17417909e+00 -2.17417909e+00 -2.17417909e+00 -1.04386208e+01 -1.46701367e+01
1.521138 -2.02205334e+00 -2.02205334e+00 -2.02205334e+00 -1.04831195e+01 -1.55626251e+01
1.522444 -1.91322878e+00 -1.91322878e+00 -1.91322878e+00 -1.04802866e+01 -1.55465110e+01
1.523746 -1.82996009e+00 -1.82996009e+00 -1.82996009e+00 -1.04476497e+01 -1.49096204e+01
1.525045 -1.76383893e+00 -1.76383893e+00 -1.76383893e+00 -1.03931879e+01 -1.49177496e+01
1.526339 -1.71022310e+00 -1.71022310e+00 -1.71022310e+00 -1.03210190e+01 -1.48464267e+01
1.527630 -1.66628850e+00 -1.66628850e+00 -1.66628850e+00 -1.02331625e+01 -1.49805379e+01
1.528917 -1.63019998e+00 -1.63019998e+00 -1.63019998e+00 -1.01303557e+01 -1.61305698e+01
1.530200 -1.60070913e+00 -1.60070913e+00 -1.60070913e+00 -1.00122106e+01            -inf
1.531479 -1.57694024e+00 -1.57694024e+00 -1.57694024e+00 -9.87711847e+00            -inf
1.532754 -1.55826818e+00 -1.55826818e+00 -1.55826818e+00 -9.72169909e+00            -inf
1.534026 -1.54424523e+00 -1.54424523e+00 -1.54424523e+00 -9.53938697e+00 -1.59154945e+01
1.535294 -1.53455569e+00 -1.53455569e+00 -1.53455569e+00 -9.31638545e+00 -1.62262141e+01
1.536558 -1.52898749e+00 -1.52898749e+00 -1.52898749e+00 -9.01732372e+00 -1.59307523e+01
1.537819 -1.52741462e+00 -1.52741462e+00 -1.52741462e+00 -8.48927639e+00 -1.62333551e+01
1.539076 -1.52978736e+00 -1.52978736e+00 -1.52978736e+00 -8.26224655e+00 -1.62309824e+01
1.540329 -1.53612849e+00 -1.53612849e+00 -1.53612849e+00 -8.68749152e+00 -1.62246413e+01
1.541579 -1.54653500e+00 -1.54653500e+00 -1.54653500e+00 -8.81308095e+00 -1.57371135e+01
1.542825 -1.56118534e+00 -1.56118534e+00 -1.56118534e+00 -8.85250265e+00 -1.58985544e+01
1.544068 -1.58035374e+00 -1.58035374e+00 -1.58035374e+00 -8.84772627e+00 -1.61804160e+01
1.545307 -1.60443390e+00 -1.60443390e+00 -1.60443390e+00 -8.81426343e+00            -inf
1.546543 -1.63397682e+00 -1.63397682e+00 -1.63397682e+00 -8.75928528e+00            -inf
1.547775 -1.66975152e+00 -1.66975152e+00 -1.66975152e+00 -8.68634600e+00 -1.60910182e+01
1.549003 -1.71284463e+00 -1.71284463e+00 -1.71284463e+00 -8.59701060e+00            -inf
1.550228 -1.76483151e+00 -1.76483150e+00 -1.76483150e+00 -8.49143348e+00            -inf
1.551450 -1.82808835e+00 -1.82808835e+00 -1.82808835e+00 -8.36841451e+00 -1.53886133e+01
1.552668 -1.90641082e+00 -1.90641081e+00 -1.90641081e+00 -8.22497860e+00 -1.48129662e+01
1.553883 -2.00638780e+00 -2.00638779e+00 -2.00638779e+00 -8.05511489e+00 -1.47766583e+01
1.555094 -2.14100289e+00 -2.14100287e+00 -2.14100287e+00 -7.84624294e+00 -1.47594289e+01
1.556303 -2.34198601e+00 -2.34198599e+00 -2.34198599e+00 -7.56690265e+00 -1.42804811e+01
1.557507 -2.73382724e+00 -2.73382717e+00 -2.73382717e+00 -7.09276598e+00 -1.46078133e+01
1.558709             nan             nan             nan -6.67514014e+00 -1.37382347e+01
1.559907             nan             nan             nan -7.19984318e+00 -1.46005492e+01
1.561101             nan             nan             nan -7.34730886e+00 -1.61538273e+01
1.562293             nan             nan             nan -7.39982676e+00 -1.47248311e+01
1.563481             nan             nan             nan -7.40510784e+00 -1.52085830e+01
1.564666             nan             nan             nan -7.38006586e+00 -1.57173301e+01
1.565848             nan             nan             nan -7.33230270e+00 -1.53571076e+01
1.567026             nan             nan             nan -7.26544064e+00 -1.60124638e+01
1.568202             nan             nan             nan -7.18088423e+00 -1.60561025e+01
1.569374             nan             nan             nan -7.07837744e+00 -1.60918996e+01
1.570543             nan             nan             nan -6.95590447e+00 -1.61210909e+01
1.571709             nan             nan             nan -6.80884354e+00 -1.58435127e+01
1.572872             nan             nan             nan -6.62747410e+00 -1.61628723e+01
1.574031             nan             nan             nan -6.38893882e+00 -1.61765203e+01
1.575188             nan             nan             nan -6.01880022e+00 -1.58847654e+01
1.576341             nan             nan             nan -3.89889665e+00 -1.58898720e+01
1.577492             nan             nan             nan -5.87683281e+00 -1.61919573e+01
1.578639             nan             nan             nan -6.09358481e+00 -1.61890008e+01
1.579784             nan             nan             nan -6.18162627e+00            -inf
1.580925             nan             nan             nan -6.21365878e+00 -1.54718627e+01
1.582063             nan             nan             nan -6.21239261e+00 -1.61553084e+01
1.583199             nan             nan             nan -6.18773245e+00            -inf
1.584331             nan             nan             nan -6.14467672e+00 -1.58088110e+01
1.585461             nan             nan             nan -6.08584157e+00 -1.53798905e+01
1.586587             nan             nan             nan -6.01243276e+00 -1.49273884e+01
1.587711             nan             nan             nan -5.92461812e+00 -1.52970764e+01
1.588832             nan             nan             nan -5.82157815e+00 -1.55432934e+01
1.589950             nan             nan             nan -5.70126866e+00 -1.49447605e+01
1.591065             nan             nan             nan -5.55972955e+00 -1.49153928e+01
1.592177             nan             nan             nan -5.38933972e+00 -1.49039628e+01
1.593286             nan             nan             nan -5.17381984e+00 -1.45906673e+01
1.594393             nan             nan             nan -4.86882791e+00 -1.52007808e+01
1.595496             nan             nan             nan -4.23665434e+00 -1.42152149e+01
1.596597 -2.81388442e+00 -2.81392180e+00 -2.81392180e+00 -4.36620587e+00 -1.41553327e+01
1.597695 -2.39845533e+00 -2.39847268e+00 -2.39847268e+00 -4.69960794e+00 -1.43961553e+01
1.598791 -2.19340808e+00 -2.19342128e+00 -2.19342128e+00 -4.81820038e+00 -1.47380447e+01
1.599883 -2.05822067e+00 -2.05823260e+00 -2.05823260e+00 -4.86210338e+00 -1.46611445e+01
1.600973 -1.95892771e+00 -1.95893957e+00 -1.95893957e+00 -4.86469921e+00 -1.48724113e+01
1.602060 -1.88189461e+00 -1.88190720e+00 -1.88190720e+00 -4.83879455e+00 -1.51007113e+01
1.603144 -1.82027467e+00 -1.82028875e+00 -1.82028875e+00 -4.79004962e+00            -inf
1.604226 -1.77015072e+00 -1.77016724e+00 -1.77016724e+00 -4.72063658e+00 -1.53885425e+01
1.605305 -1.72908266e+00 -1.72910301e+00 -1.72910301e+00 -4.63031918e+00 -1.57306367e+01
1.606381 -1.69545893e+00 -1.69548538e+00 -1.69548538e+00 -4.51634115e+00 -1.54632244e+01
1.607455 -1.66817081e+00 -1.66820769e+00 -1.66820769e+00 -4.37199579e+00 -1.56154408e+01
1.608526 -1.64643287e+00 -1.64649000e+00 -1.64649000e+00 -4.18191645e+00 -1.61142797e+01
1.609594 -1.62966783e+00 -1.62977630e+00 -1.62977630e+00 -3.90350661e+00            -inf
1.610660 -1.61725056e+00 -1.61767222e+00 -1.61767222e+00 -3.31384898e+00 -1.61430975e+01
1.611723 -1.61023553e+00 -1.60990638e+00 -1.60990638e+00 -3.42141663e+00 -1.58498334e+01
1.612784 -1.60644753e+00 -1.60630638e+00 -1.60630638e+00 -3.78913674e+00            -inf
1.613842 -1.60688577e+00 -1.60678471e+00 -1.60678471e+00 -3.93424044e+00 -1.58529550e+01
1.614897 -1.61141782e+00 -1.61133182e+00 -1.61133182e+00 -4.00431827e+00 -1.58484079e+01
1.615950 -1.62009571e+00 -1.62001543e+00 -1.62001543e+00 -4.03419360e+00 -1.58397243e+01
1.617000 -1.63306537e+00 -1.63298572e+00 -1.63298572e+00 -4.03761323e+00 -1.58267540e+01
1.618048 -1.65057011e+00 -1.65048740e+00 -1.65048740e+00 -4.02127946e+00 -1.61102823e+01
1.619093 -1.67296994e+00 -1.67288081e+00 -1.67288081e+00 -3.98879295e+00 -1.54858289e+01
1.620136 -1.70077538e+00 -1.70067614e+00 -1.70067614e+00 -3.94210272e+00 -1.51058511e+01
1.621176 -1.73470235e+00 -1.73458841e+00 -1.73458841e+00 -3.88211113e+00 -1.57251513e+01
1.622214 -1.77576234e+00 -1.77562748e+00 -1.77562748e+00 -3.80891373e+00 -1.49851423e+01
1.623249 -1.82541602e+00 -1.82525121e+00 -1.82525121e+00 -3.72182521e+00 -1.51573673e+01
1.624282 -1.88585010e+00 -1.88564136e+00 -1.88564136e+00 -3.61920660e+00 -1.50622150e+01
1.625312 -1.96051664e+00 -1.96024070e+00 -1.96024070e+00 -3.49798940e+00 -1.49254678e+01
1.626340 -2.05530172e+00 -2.05491600e+00 -2.05491600e+00 -3.35254784e+00 -1.52287325e+01
1.627366 -2.18147803e+00 -2.18089319e+00 -2.18089319e+00 -3.17177805e+00 -1.51405439e+01
1.628389 -2.36520948e+00 -2.36418813e+00 -2.36418813e+00 -2.92964284e+00 -1.50443991e+01
1.629410 -2.69645267e+00 -2.69392773e+00 -2.69392773e+00 -2.53656586e+00 -1.46082042e+01
1.630428             nan             nan             nan -1.62981141e+00 -1.34886250e+01
1.631444             nan             nan             nan -2.50694006e+00 -1.41888806e+01
1.632457             nan             nan             nan -2.70402735e+00 -1.47923236e+01
1.633468             nan             nan             nan -2.78601644e+00 -1.48883689e+01
1.634477             nan             nan             nan -2.81385413e+00 -1.50699570e+01
1.635484             nan             nan             nan -2.80708317e+00 -1.55090513e+01
1.636488             nan             nan             nan -2.77362653e+00 -1.61797237e+01
1.637490             nan             nan             nan -2.71633215e+00 -1.54569816e+01
1.638489             nan             nan             nan -2.63469659e+00 -1.52803943e+01
1.639486             nan             nan             nan -2.52458086e+00 -1.60164432e+01
1.640481             nan             nan             nan -2.37551283e+00 -1.60466652e+01
1.641474             nan             nan             nan -2.16058473e+00 -1.57699240e+01
1.642465             nan             nan             nan -1.78088081e+00 -1.54879048e+01
1.643453             nan             nan             nan -1.11899255e+00 -1.61041638e+01
1.644439             nan             nan             nan -1.87170546e+00 -1.54149067e+01
1.645422             nan             nan             nan -2.08956164e+00 -1.58182893e+01
1.646404             nan             nan             nan -2.20079494e+00            -inf
1.647383             nan             nan             nan -2.26195190e+00 -1.53396568e+01
1.648360             nan             nan             nan -2.29239663e+00 -1.61108606e+01
1.649335             nan             nan             nan -2.30100496e+00 -1.60996561e+01
1.650308             nan             nan             nan -2.29246168e+00 -1.56068657e+01
1.651278             nan             nan             nan -2.26939010e+00 -1.49495941e+01
1.652246             nan             nan             nan -2.23322039e+00 -1.49239116e+01
1.653213             nan             nan             nan -2.18457092e+00 -1.57052729e+01
1.654177             nan             nan             nan -2.12339454e+00 -1.51228872e+01
1.655138             nan             nan             nan -2.04897062e+00 -1.52226485e+01
1.656098             nan             nan             nan -1.95973876e+00 -1.55642775e+01
1.657056             nan             nan             nan -1.85288207e+00 -1.47547274e+01
1.658011             nan             nan             nan -1.72337795e+00 -1.49688396e+01
1.658965             nan             nan             nan -1.56163915e+00 -1.44653384e+01
1.659916             nan             nan             nan -1.34635198e+00 -1.49593477e+01
1.660865             nan             nan             nan -1.01237454e+00 -1.50796831e+01
1.661813 -4.14838087e+00             nan             nan  0.00000000e+00 -1.37151212e+01
1.662758 -2.63890357e+00 -2.77247941e+00 -2.77247941e+00 -8.16491283e-01 -1.39046086e+01
1.663701 -2.34502006e+00 -2.41934562e+00 -2.41934562e+00 -1.06873435e+00 -1.49020914e+01
1.664642 -2.17236252e+00 -2.23051154e+00 -2.23051154e+00 -1.17492004e+00 -1.42515046e+01
1.665581 -2.05027444e+00 -2.10287874e+00 -2.10287874e+00 -1.21832353e+00 -1.51138230e+01
1.666518 -1.95594484e+00 -2.00802992e+00 -2.00802992e+00 -1.22262107e+00 -1.54517098e+01
1.667453 -1.87867273e+00 -1.93398587e+00 -1.93398587e+00 -1.19657257e+00 -1.54288439e+01
1.668386 -1.81189432e+00 -1.87456842e+00 -1.87456842e+00 -1.14247905e+00 -1.50411033e+01
1.669317 -1.74996178e+00 -1.82618331e+00 -1.82618331e+00 -1.05784943e+00 -1.55366464e+01
1.670246 -1.68489524e+00 -1.78656680e+00 -1.78656680e+00 -9.33592025e-01 -1.56731730e+01
1.671173 -1.59628305e+00 -1.75421334e+00 -1.75421334e+00 -7.45098203e-01 -1.53075864e+01
1.672098 -1.36593709e+00 -1.72808407e+00 -1.72808407e+00 -4.04121474e-01 -1.53337157e+01
1.673021             nan -1.70744588e+00 -1.70744588e+00  0.00000000e+00            -inf
1.673942 -1.99601973e+00 -1.69177747e+00 -1.69177747e+00 -4.72864450e-01 -1.55918710e+01
1.674861 -1.84805807e+00 -1.68071209e+00 -1.68071209e+00 -7.20526560e-01 -1.53810876e+01
1.675778 -1.79643861e+00 -1.67400214e+00 -1.67400214e+00 -8.53766695e-01 -1.54847076e+01
1.676694 -1.77294896e+00 -1.67149739e+00 -1.67149739e+00 -9.34524209e-01 -1.52441743e+01
1.677607 -1.76370378e+00 -1.67313269e+00 -1.67313269e+00 -9.83394751e-01 -1.53886671e+01
1.678518 -1.76413725e+00 -1.67892279e+00 -1.67892279e+00 -1.00969121e+00 -1.53828770e+01
1.679428 -1.77249785e+00 -1.68896351e+00 -1.68896351e+00 -1.01828534e+00 -1.52936550e+01
1.680336 -1.78822271e+00 -1.70343934e+00 -1.70343934e+00 -1.01187986e+00 -1.53583604e+01
1.681241 -1.81143637e+00 -1.72263884e+00 -1.72263884e+00 -9.91922745e-01            -inf
1.682145 -1.84282598e+00 -1.74698076e+00 -1.74698076e+00 -9.59001533e-01 -1.52356377e+01
1.683047 -1.88371687e+00 -1.77705624e+00 -1.77705624e+00 -9.12985435e-01 -1.49837135e+01
1.683947 -1.93635398e+00 -1.81369718e+00 -1.81369718e+00 -8.52996142e-01 -1.49693490e+01
1.684845 -2.00454743e+00 -1.85809007e+00 -1.85809007e+00 -7.77191844e-01 -1.52037097e+01
1.685742 -2.09518588e+00 -1.91197433e+00 -1.91197433e+00 -6.82236208e-01 -1.47880976e+01
1.686636 -2.22235756e+00 -1.97801157e+00 -1.97801157e+00 -5.62058457e-01 -1.57827582e+01
1.687529 -2.42223032e+00 -2.06053680e+00 -2.06053680e+00 -4.04607386e-01 -1.47708140e+01
1.688420 -2.85457258e+00 -2.16728938e+00 -2.16728938e+00 -1.81032542e-01 -1.51541477e+01
1.689309             nan -2.31421441e+00 -2.31421441e+00  0.00000000e+00 -1.44804136e+01
1.690196             nan -2.54368729e+00 -2.54368729e+00  0.00000000e+00 -1.44669599e+01
1.691081             nan -3.07072991e+00 -3.07072991e+00  0.00000000e+00 -1.35750538e+01
1.691965             nan             nan             nan -9.73292471e-02 -1.40949042e+01
1.692847             nan             nan             nan -1.94050175e-01 -1.49581613e+01
1.693727             nan             nan             nan -2.36672279e-01 -1.41956286e+01
1.694605             nan             nan             nan -2.41605758e-01 -1.48099580e+01
1.695482             nan             nan             nan -2.13701152e-01 -1.49281523e+01
1.696356             nan             nan             nan -1.50811713e-01 -1.57840948e+01
1.697229             nan             nan             nan -4.18690040e-02 -1.61472586e+01
1.698101 -1.08696247e+00             nan             nan  0.00000000e+00 -1.53526336e+01
1.698970 -1.57924810e+00             nan             nan  0.00000000e+00 -1.57619038e+01
1.699838 -1.96470307e+00             nan             nan  0.00000000e+00 -1.59717429e+01
1.700704 -2.48949698e+00             nan             nan  0.00000000e+00            -inf
1.701568             nan             nan             nan -6.57265005e-02            -inf
1.702431             nan             nan             nan -2.09088470e-01 -1.54352894e+01
1.703291             nan             nan             nan -3.08453735e-01 -1.52711142e+01
1.704151             nan             nan             nan -3.79953601e-01 -1.52786126e+01
1.705008             nan             nan             nan -4.31377307e-01 -1.57589816e+01
1.705864             nan             nan             nan -4.67004338e-01 -1.52809366e+01
1.706718             nan             nan             nan -4.89336032e-01 -1.52758394e+01
1.707570             nan             nan             nan -4.99832157e-01 -1.57436063e+01
1.708421             nan             nan             nan -4.99250496e-01 -1.47086341e+01
1.709270             nan             nan             nan -4.87794729e-01 -1.53133976e+01
1.710117             nan             nan             nan -4.65143893e-01 -1.52898080e+01
1.710963             nan             nan             nan -4.30376417e-01 -1.59595162e+01
1.711807             nan             nan             nan -3.81752588e-01 -1.48823896e+01
1.712650             nan             nan             nan -3.16237709e-01 -1.51022860e+01
1.713491             nan             nan             nan -2.28438716e-01 -1.52257567e+01
1.714330             nan             nan             nan -1.07930798e-01 -1.50230246e+01
1.715167 -3.17777890e+00             nan             nan  0.00000000e+00 -1.45861457e+01
1.716003 -2.56623204e+00             nan             nan  0.00000000e+00 -1.47345021e+01
1.716838 -2.30939852e+00             nan             nan  0.00000000e+00 -1.48100390e+01
1.717671 -2.14059968e+00             nan             nan  0.00000000e+00 -1.45454864e+01
1.718502 -2.01253749e+00             nan             nan  0.00000000e+00 -1.43141511e+01
1.719331 -1.90745889e+00 -3.05334733e+00 -3.05334733e+00 -6.21823197e-02 -1.38681801e+01
1.720159 -1.81622168e+00 -2.55927020e+00 -2.55927020e+00 -1.58694116e-01 -1.58035595e+01
1.720986 -1.73276833e+00 -2.33726388e+00 -2.33726388e+00 -2.20553905e-01 -1.55484446e+01
1.721811 -1.65175230e+00 -2.19452344e+00 -2.19452344e+00 -2.56080890e-01 -1.50221783e+01
1.722634 -1.56654525e+00 -2.09089699e+00 -2.09089699e+00 -2.67876077e-01 -1.49709027e+01
1.723456 -1.46551112e+00 -2.01103056e+00 -2.01103056e+00 -2.54371191e-01 -1.47720156e+01
1.724276 -1.31950339e+00 -1.94741002e+00 -1.94741002e+00 -2.08516359e-01 -1.50729970e+01
1.725095 -1.00068365e+00 -1.89580560e+00 -1.89580560e+00 -1.11187381e-01 -1.53878429e+01
1.725912             nan -1.85361210e+00 -1.85361210e+00  0.00000000e+00 -1.53630896e+01
1.726727             nan -1.81912370e+00 -1.81912370e+00  0.00000000e+00 -1.50665848e+01
1.727541             nan -1.79117584e+00 -1.79117584e+00  0.00000000e+00 -1.59695939e+01
1.728354 -2.17155281e+00 -1.76895215e+00 -1.76895215e+00 -3.63570721e-01 -1.56907876e+01
1.729165 -1.95688214e+00 -1.75187351e+00 -1.75187351e+00 -6.35003476e-01 -1.55317750e+01
1.729974 -1.85782161e+00 -1.73953129e+00 -1.73953129e+00 -8.68538447e-01 -1.57202085e+01
1.730782 -1.80023633e+00 -1.73164622e+00 -1.73164622e+00 -1.10345421e+00 -1.54270635e+01
1.731589 -1.76382140e+00 -1.72804309e+00 -1.72804309e+00 -1.38544008e+00 -1.51876286e+01
1.732394 -1.74047948e+00 -1.72863599e+00 -1.72863599e+00 -1.86536161e+00 -1.53331638e+01
1.733197 -1.72630945e+00 -1.73342141e+00 -1.73342141e+00 -2.08683441e+00 -1.60273483e+01
1.733999 -1.71920720e+00 -1.74247798e+00 -1.74247798e+00 -1.57210722e+00 -1.51152018e+01
1.734800 -1.71795829e+00 -1.75597272e+00 -1.75597272e+00 -1.35914305e+00 -1.55276758e+01
1.735599 -1.72183971e+00 -1.77417497e+00 -1.77417497e+00 -1.22054506e+00 -1.56855648e+01
1.736397 -1.73042640e+00 -1.79748062e+00 -1.79748062e+00 -1.11324978e+00            -inf
1.737193 -1.74349074e+00 -1.82645149e+00 -1.82645149e+00 -1.02125945e+00 -1.56332883e+01
1.737987 -1.76094855e+00 -1.86187916e+00 -1.86187916e+00 -9.36739968e-01 -1.50859772e+01
1.738781 -1.78283085e+00 -1.90489081e+00 -1.90489081e+00 -8.55086783e-01 -1.54579389e+01
1.739572 -1.80927131e+00 -1.95713241e+00 -1.95713241e+00 -7.73127345e-01 -1.49285761e+01
1.740363 -1.84050486e+00 -2.02110634e+00 -2.02110634e+00 -6.88289213e-01 -1.50406934e+01
1.741152 -1.87687580e+00 -2.10084880e+00 -2.10084880e+00 -5.98097587e-01 -1.53588909e+01
1.741939 -1.91885580e+00 -2.20346031e+00 -2.20346031e+00 -4.99736941e-01 -1.61593694e+01
1.742725 -1.96707393e+00 -2.34322312e+00 -2.34322312e+00 -3.89474453e-01 -1.54175466e+01
1.743510 -2.02236374e+00 -2.55638312e+00 -2.55638312e+00 -2.61611203e-01 -1.42501441e+01
1.744293 -2.08583588e+00 -3.00127246e+00 -3.00127246e+00 -1.06054342e-01 -1.40551322e+01
1.745075 -2.15899244e+00             nan             nan  0.00000000e+00 -1.45817240e+01
1.745855 -2.24391259e+00             nan             nan  0.00000000e+00 -1.42388616e+01
1.746634 -2.34356930e+00             nan             nan  0.00000000e+00 -1.45977702e+01
1.747412 -2.46240477e+00             nan             nan  0.00000000e+00 -1.61399027e+01
1.748188 -2.60746959e+00             nan             nan  0.00000000e+00 -1.49655992e+01
1.748963 -2.79096223e+00             nan             nan  0.00000000e+00 -1.51786287e+01
1.749736 -3.03699007e+00             nan             nan  0.00000000e+00 -1.50085474e+01
1.750508 -3.40599539e+00             nan             nan  0.00000000e+00 -1.61396185e+01
1.751279 -4.18581406e+00             nan             nan  0.00000000e+00 -1.52789431e+01
1.752048             nan             nan             nan -2.34534564e-03 -1.52166964e+01
1.752816 -3.96305486e+00             nan             nan  0.00000000e+00 -1.56427241e+01
1.753583 -3.26906363e+00             nan             nan  0.00000000e+00 -1.59660895e+01
1.754348 -2.89121004e+00             nan             nan  0.00000000e+00 -1.55061349e+01
1.755112 -2.62149906e+00             nan             nan  0.00000000e+00 -1.53936057e+01
1.755875 -2.40797716e+00             nan             nan  0.00000000e+00 -1.51585010e+01
1.756636 -2.22860306e+00             nan             nan  0.00000000e+00 -1.57062025e+01
1.757396 -2.07159706e+00             nan             nan  0.00000000e+00 -1.60066520e+01
1.758155 -1.92962561e+00             nan             nan  0.00000000e+00 -1.60018606e+01
1.758912 -1.79748179e+00             nan             nan  0.00000000e+00 -1.52938084e+01
1.759668 -1.67092032e+00             nan             nan  0.00000000e+00 -1.55021150e+01
1.760422 -1.54588224e+00             nan             nan  0.00000000e+00 -1.49609616e+01
1.761176 -1.41772339e+00             nan             nan  0.00000000e+00 -1.54604324e+01
1.761928 -1.28002448e+00             nan             nan  0.00000000e+00 -1.56074138e+01
1.762679 -1.12199163e+00             nan             nan  0.00000000e+00 -1.54748896e+01
1.763428 -9.20758820e-01             nan             nan  0.00000000e+00 -1.49844697e+01
1.764176 -6.06178084e-01             nan             nan  0.00000000e+00 -1.48738954e+01
1.764923  8.38656909e-01             nan             nan  0.00000000e+00 -1.55364431e+01
1.765669             nan             nan             nan -2.27516918e-02 -1.46778493e+01
1.766413             nan             nan             nan -3.62152027e-02 -1.56533112e+01
1.767156             nan             nan             nan -3.96056208e-02 -1.44701644e+01
1.767898             nan             nan             nan -3.26595714e-02 -1.47102326e+01
1.768638             nan             nan             nan -1.44320918e-02 -1.37133323e+01
1.769377             nan -3.08955489e+00 -3.08955489e+00  0.00000000e+00 -1.39139137e+01
1.770115             nan -2.60417567e+00 -2.60417567e+00  0.00000000e+00 -1.48555641e+01
1.770852             nan -2.38380473e+00 -2.38380473e+00  0.00000000e+00 -1.45640517e+01
1.771587             nan -2.24174447e+00 -2.24174447e+00  0.00000000e+00 -1.49449940e+01
1.772322             nan -2.13849198e+00 -2.13849198e+00  0.00000000e+00            -inf
1.773055             nan -2.05886845e+00 -2.05886845e+00  0.00000000e+00            -inf
1.773786             nan -1.99542708e+00 -1.99542708e+00  0.00000000e+00 -1.53674027e+01
1.774517             nan -1.94396983e+00 -1.94396983e+00  0.00000000e+00 -1.54188599e+01
1.775246             nan -1.90190868e+00 -1.90190868e+00  0.00000000e+00 -1.51598911e+01
1.775974 -3.62205325e+00 -1.86754828e+00 -1.86754828e+00 -1.52881237e-02 -1.51942515e+01
1.776701 -2.59579560e+00 -1.83973116e+00 -1.83973116e+00 -1.53908327e-01 -1.54439173e+01
1.777427 -2.34038905e+00 -1.81764626e+00 -1.81764626e+00 -2.68934969e-01 -1.56420935e+01
1.778151 -2.19753394e+00 -1.80071887e+00 -1.80071887e+00 -3.69050077e-01 -1.54829296e+01
1.778874 -2.10321823e+00 -1.78854447e+00 -1.78854447e+00 -4.59392633e-01 -1.54951040e+01
1.779596 -2.03647641e+00 -1.78084791e+00 -1.78084791e+00 -5.43496352e-01 -1.52809518e+01
1.780317 -1.98784171e+00 -1.77745846e+00 -1.77745846e+00 -6.24181690e-01 -1.55061900e+01
1.781037 -1.95226618e+00 -1.77829538e+00 -1.77829538e+00 -7.04091666e-01 -1.52835044e+01
1.781755 -1.92677142e+00 -1.78336140e+00 -1.78336140e+00 -7.86156246e-01 -1.59774083e+01
