# Spherical Bessel functions via up and down recursion
# x    d_rec    u_rec    gsl    relerr_ud   relerr_dg
1.782473 -1.90948194e+00 -1.79274295e+00 -1.79274295e+00 -8.74202403e-01 -1.49680268e+01
1.783189 -1.89916802e+00 -1.80661711e+00 -1.80661711e+00 -9.74072846e-01 -1.57780614e+01
1.783904 -1.89500761e+00 -1.82526659e+00 -1.82526659e+00 -1.09625790e+00 -1.53334432e+01
1.784617 -1.89645340e+00 -1.84910556e+00 -1.84910556e+00 -1.26394407e+00 -1.50987508e+01
1.785330 -1.90315537e+00 -1.87872168e+00 -1.87872168e+00 -1.55093967e+00 -1.51830781e+01
1.786041 -1.91491471e+00 -1.91494434e+00 -1.91494434e+00 -4.46715618e+00 -1.49427354e+01
1.786751 -1.93165700e+00 -1.95895858e+00 -1.95895858e+00 -1.50276948e+00 -1.51028412e+01
1.787460 -1.95341837e+00 -2.01250371e+00 -2.01250371e+00 -1.16800372e+00 -1.53503260e+01
1.788168 -1.98034151e+00 -2.07824324e+00 -2.07824324e+00 -9.49857689e-01 -1.48374285e+01
1.788875 -2.01268023e+00 -2.16051782e+00 -2.16051782e+00 -7.73195094e-01 -1.48221007e+01
1.789581 -2.05081297e+00 -2.26708123e+00 -2.26708123e+00 -6.12668617e-01 -1.48169949e+01
1.790285 -2.09526720e+00 -2.41391914e+00 -2.41391914e+00 -4.54391650e-01            -inf
1.790988 -2.14675865e+00 -2.64356482e+00 -2.64356482e+00 -2.86674102e-01 -1.43868265e+01
1.791691 -2.20625268e+00 -3.17270689e+00 -3.17270689e+00 -9.42015801e-02 -1.41487302e+01
1.792392 -2.27506130e+00             nan             nan  0.00000000e+00 -1.40012776e+01
1.793092 -2.35500079e+00             nan             nan  0.00000000e+00 -1.44519871e+01
1.793790 -2.44866053e+00             nan             nan  0.00000000e+00 -1.46507489e+01
1.794488 -2.55989147e+00             nan             nan  0.00000000e+00 -1.48090983e+01
1.795185 -2.69477694e+00             nan             nan  0.00000000e+00 -1.49801361e+01
1.795880 -2.86381962e+00             nan             nan  0.00000000e+00 -1.59873413e+01
1.796574 -3.08790699e+00             nan             nan  0.00000000e+00            -inf
1.797268 -3.42103847e+00             nan             nan  0.00000000e+00 -1.54009281e+01
1.797960 -4.15709713e+00             nan             nan  0.00000000e+00 -1.52380441e+01
1.798651             nan             nan             nan -6.63741004e-03 -1.53966458e+01
1.799341             nan             nan             nan -7.21834399e-03 -1.59009733e+01
1.800029 -4.46545560e+00             nan             nan  0.00000000e+00 -1.51095927e+01
1.800717 -3.44519239e+00             nan             nan  0.00000000e+00 -1.59389203e+01
1.801404 -3.06091885e+00             nan             nan  0.00000000e+00 -1.51376921e+01
1.802089 -2.80263662e+00             nan             nan  0.00000000e+00 -1.59578244e+01
1.802774 -2.60428556e+00             nan             nan  0.00000000e+00 -1.51156393e+01
1.803457 -2.44187103e+00             nan             nan  0.00000000e+00 -1.54822938e+01
1.804139 -2.30360953e+00             nan             nan  0.00000000e+00 -1.51087464e+01
1.804821 -2.18270540e+00             nan             nan  0.00000000e+00 -1.49896855e+01
1.805501 -2.07480403e+00             nan             nan  0.00000000e+00 -1.52305056e+01
1.806180 -1.97688237e+00             nan             nan  0.00000000e+00 -1.62112180e+01
1.806858 -1.88669001e+00             nan             nan  0.00000000e+00 -1.53415613e+01
1.807535 -1.80243126e+00             nan             nan  0.00000000e+00 -1.49801212e+01
1.808211 -1.72255976e+00             nan             nan  0.00000000e+00 -1.50776119e+01
1.808886 -1.64562146e+00             nan             nan  0.00000000e+00 -1.51706951e+01
1.809560 -1.57010483e+00             nan             nan  0.00000000e+00 -1.49773155e+01
1.810233 -1.49425768e+00             nan             nan  0.00000000e+00 -1.52519552e+01
1.810904 -1.41580840e+00             nan             nan  0.00000000e+00 -1.49906796e+01
1.811575 -1.33146242e+00             nan             nan  0.00000000e+00 -1.45785320e+01
1.812245 -1.23584706e+00             nan             nan  0.00000000e+00 -1.43382191e+01
1.812913 -1.11890411e+00             nan             nan  0.00000000e+00 -1.41094839e+01
1.813581 -9.57748037e-01             nan             nan  0.00000000e+00 -1.33357475e+01
1.814248 -6.77680739e-01 -2.95539149e+00 -2.95539149e+00 -4.58255389e-03 -1.45323770e+01
1.814913             nan -2.58234951e+00 -2.58234951e+00  0.00000000e+00 -1.47012990e+01
1.815578             nan -2.38785848e+00 -2.38785848e+00  0.00000000e+00 -1.46527520e+01
1.816241             nan -2.25747141e+00 -2.25747141e+00  0.00000000e+00 -1.51053583e+01
1.816904             nan -2.16096510e+00 -2.16096510e+00  0.00000000e+00 -1.45998046e+01
1.817565             nan -2.08580963e+00 -2.08580963e+00  0.00000000e+00 -1.48620468e+01
1.818226             nan -2.02560281e+00 -2.02560281e+00  0.00000000e+00 -1.50361969e+01
1.818885             nan -1.97664275e+00 -1.97664275e+00  0.00000000e+00 -1.48810370e+01
1.819544 -2.85499480e+00 -1.93660827e+00 -1.93660827e+00 -1.05329322e-01 -1.49491002e+01
1.820201 -2.22659836e+00 -1.90396119e+00 -1.90396119e+00 -4.49454718e-01 -1.49817473e+01
1.820858 -2.01858960e+00 -1.87764358e+00 -1.87764358e+00 -7.93550128e-01 -1.49800362e+01
1.821514 -1.90125307e+00 -1.85691148e+00 -1.85691148e+00 -1.29238002e+00 -1.49744393e+01
1.822168 -1.82425772e+00 -1.84123813e+00 -1.84123813e+00 -1.70892154e+00 -1.49652891e+01
1.822822 -1.77014778e+00 -1.83025536e+00 -1.83025536e+00 -1.16057749e+00 -1.50554531e+01
1.823474 -1.73091206e+00 -1.82371746e+00 -1.82371746e+00 -9.72889328e-01 -1.49158630e+01
1.824126 -1.70227072e+00 -1.82147921e+00 -1.82147921e+00 -8.65221977e-01 -1.57631993e+01
1.824776 -1.68170845e+00 -1.82348381e+00 -1.82348381e+00 -7.91046646e-01 -1.50921879e+01
1.825426 -1.66765024e+00 -1.82975826e+00 -1.82975826e+00 -7.34011692e-01 -1.50559502e+01
1.826075 -1.65906810e+00 -1.84041553e+00 -1.84041553e+00 -6.86549910e-01 -1.51074409e+01
1.826723 -1.65527556e+00 -1.85566383e+00 -1.85566383e+00 -6.44552839e-01 -1.48444081e+01
1.827369 -1.65581282e+00 -1.87582469e+00 -1.87582469e+00 -6.05519704e-01 -1.47880350e+01
1.828015 -1.66037976e+00 -1.90136331e+00 -1.90136331e+00 -5.67774190e-01 -1.52573464e+01
1.828660 -1.66879592e+00 -1.93293792e+00 -1.93293792e+00 -5.30083067e-01 -1.61288618e+01
1.829304 -1.68097687e+00 -1.97148046e+00 -1.97148046e+00 -4.91446381e-01 -1.48861993e+01
1.829947 -1.69692146e+00 -2.01833293e+00 -2.01833293e+00 -4.50965463e-01 -1.50020741e+01
1.830589 -1.71670713e+00 -2.07549008e+00 -2.07549008e+00 -4.07744052e-01 -1.50320672e+01
1.831230 -1.74049208e+00 -2.14606359e+00 -2.14606359e+00 -3.60795837e-01 -1.53716681e+01
1.831870 -1.76852464e+00 -2.23526248e+00 -2.23526248e+00 -3.08935520e-01 -1.44841146e+01
1.832509 -1.80116116e+00 -2.35277780e+00 -2.35277780e+00 -2.50623262e-01 -1.44537494e+01
1.833147 -1.83889597e+00 -2.51999018e+00 -2.51999018e+00 -1.83708452e-01 -1.44114758e+01
1.833784 -1.88240961e+00 -2.80232637e+00 -2.80232637e+00 -1.04955226e-01 -1.40943775e+01
1.834421 -1.93264725e+00 -3.91469789e+00 -3.91469789e+00 -9.05272637e-03 -1.34374080e+01
1.835056 -1.99095064e+00             nan             nan  0.00000000e+00 -1.56116043e+01
1.835691 -2.05929148e+00             nan             nan  0.00000000e+00 -1.48044323e+01
1.836324 -2.14071506e+00             nan             nan  0.00000000e+00 -1.49413390e+01
1.836957 -2.24026977e+00             nan             nan  0.00000000e+00 -1.46739081e+01
1.837588 -2.36724195e+00             nan             nan  0.00000000e+00 -1.53519768e+01
1.838219 -2.54178869e+00             nan             nan  0.00000000e+00 -1.50137721e+01
1.838849 -2.82362695e+00             nan             nan  0.00000000e+00 -1.57248502e+01
1.839478 -3.71891953e+00             nan             nan  0.00000000e+00 -1.49938326e+01
1.840106             nan             nan             nan -8.13325725e-02 -1.55094956e+01
1.840733             nan             nan             nan -1.60574980e-01 -1.53647838e+01
1.841359             nan             nan             nan -2.27373961e-01 -1.61681407e+01
1.841985             nan             nan             nan -2.85222540e-01 -1.54888992e+01
1.842609             nan             nan             nan -3.36416868e-01 -1.50886700e+01
1.843233             nan             nan             nan -3.82585358e-01 -1.52127152e+01
1.843855             nan             nan             nan -4.24969018e-01 -1.52641569e+01
1.844477             nan             nan             nan -4.64587869e-01 -1.47884290e+01
1.845098             nan             nan             nan -5.02353802e-01 -1.54387837e+01
1.845718             nan             nan             nan -5.39161963e-01 -1.52555388e+01
1.846337             nan             nan             nan -5.75983058e-01 -1.49429272e+01
1.846955             nan             nan             nan -6.13979994e-01 -1.49515104e+01
1.847573             nan             nan             nan -6.54684884e-01 -1.52576202e+01
1.848189             nan             nan             nan -7.00307786e-01 -1.55318895e+01
1.848805             nan             nan             nan -7.54343673e-01 -1.49248754e+01
1.849419             nan             nan             nan -8.22930476e-01 -1.47597227e+01
1.850033             nan             nan             nan -9.18455392e-01 -1.51667479e+01
1.850646             nan             nan             nan -1.07210974e+00 -1.56510235e+01
1.851258             nan             nan             nan -1.41078863e+00 -1.47475738e+01
1.851870             nan             nan             nan -1.63495456e+00 -1.45404475e+01
1.852480             nan             nan             nan -9.46750938e-01 -1.44021507e+01
1.853090             nan             nan             nan -5.92058951e-01 -1.42002626e+01
1.853698             nan             nan             nan -2.86914333e-01 -1.40424887e+01
1.854306             nan -3.70861618e+00 -3.70861618e+00  0.00000000e+00 -1.29988950e+01
1.854913             nan -2.80105349e+00 -2.80105349e+00  0.00000000e+00 -1.43125779e+01
1.855519             nan -2.53059068e+00 -2.53059068e+00  0.00000000e+00 -1.41376339e+01
1.856124             nan -2.36847917e+00 -2.36847917e+00  0.00000000e+00 -1.47902306e+01
1.856729             nan -2.25423764e+00 -2.25423764e+00  0.00000000e+00 -1.46461941e+01
1.857332             nan -2.16756145e+00 -2.16756145e+00  0.00000000e+00 -1.47481103e+01
1.857935             nan -2.09913193e+00 -2.09913193e+00  0.00000000e+00 -1.48834866e+01
1.858537             nan -2.04390356e+00 -2.04390356e+00  0.00000000e+00 -1.48717681e+01
1.859138 -4.30159663e+00 -1.99884809e+00 -1.99884809e+00 -4.32582904e-03 -1.49837704e+01
1.859739 -4.04120710e+00 -1.96201818e+00 -1.96201818e+00 -7.23828089e-03 -1.49236903e+01
1.860338 -4.64297202e+00 -1.93210111e+00 -1.93210111e+00 -1.69022278e-03 -1.58286686e+01
1.860937             nan -1.90818442e+00 -1.90818442e+00  0.00000000e+00 -1.53085173e+01
1.861534             nan -1.88962370e+00 -1.88962370e+00  0.00000000e+00 -1.53270780e+01
1.862131             nan -1.87596425e+00 -1.87596425e+00  0.00000000e+00 -1.52315930e+01
1.862728             nan -1.86689318e+00 -1.86689318e+00  0.00000000e+00 -1.49396341e+01
1.863323             nan -1.86220988e+00 -1.86220988e+00  0.00000000e+00 -1.48016499e+01
1.863917             nan -1.86180869e+00 -1.86180869e+00  0.00000000e+00 -1.53548930e+01
1.864511             nan -1.86567016e+00 -1.86567016e+00  0.00000000e+00 -1.61961296e+01
1.865104             nan -1.87385951e+00 -1.87385951e+00  0.00000000e+00 -1.49574913e+01
1.865696             nan -1.88653191e+00 -1.88653191e+00  0.00000000e+00 -1.55732078e+01
1.866287             nan -1.90394552e+00 -1.90394552e+00  0.00000000e+00 -1.53127562e+01
1.866878             nan -1.92648483e+00 -1.92648483e+00  0.00000000e+00 -1.54363449e+01
1.867467             nan -1.95469894e+00 -1.95469894e+00  0.00000000e+00 -1.51528583e+01
1.868056             nan -1.98936383e+00 -1.98936383e+00  0.00000000e+00 -1.51181934e+01
1.868644             nan -2.03158552e+00 -2.03158552e+00  0.00000000e+00 -1.46500030e+01
1.869232             nan -2.08297850e+00 -2.08297850e+00  0.00000000e+00 -1.46566019e+01
1.869818             nan -2.14599346e+00 -2.14599346e+00  0.00000000e+00 -1.48551084e+01
1.870404             nan -2.22457214e+00 -2.22457214e+00  0.00000000e+00 -1.47403176e+01
1.870989             nan -2.32561744e+00 -2.32561744e+00  0.00000000e+00 -1.50372123e+01
1.871573             nan -2.46291047e+00 -2.46291047e+00  0.00000000e+00 -1.44685555e+01
1.872156             nan -2.67093157e+00 -2.67093157e+00  0.00000000e+00 -1.55158069e+01
1.872739             nan -3.09409553e+00 -3.09409553e+00  0.00000000e+00 -1.38434446e+01
1.873321             nan             nan             nan -1.42296222e-02 -1.49879760e+01
1.873902             nan             nan             nan -4.51691508e-02 -1.43515005e+01
1.874482             nan             nan             nan -6.85833059e-02 -1.48615830e+01
1.875061             nan             nan             nan -8.28098067e-02 -1.46281418e+01
1.875640             nan             nan             nan -8.30439144e-02 -1.51142794e+01
1.876218             nan             nan             nan -5.39437157e-02 -1.46771408e+01
1.876795 -1.08463399e+00             nan             nan  0.00000000e+00 -1.50562278e+01
1.877371             nan             nan             nan -4.31556123e-02 -1.48655932e+01
1.877947             nan             nan             nan -6.70157849e-01 -1.50545256e+01
1.878522             nan             nan             nan -4.67188345e-01 -1.52443866e+01
1.879096             nan             nan             nan -4.17270850e-01 -1.58167619e+01
1.879669             nan             nan             nan -3.97901035e-01 -1.47978583e+01
1.880242             nan             nan             nan -3.89023864e-01 -1.51161490e+01
1.880814             nan             nan             nan -3.84364124e-01 -1.52668983e+01
1.881385             nan             nan             nan -3.81317858e-01 -1.53328043e+01
1.881955             nan             nan             nan -3.78600410e-01 -1.51814581e+01
1.882525             nan             nan             nan -3.75490479e-01 -1.53356398e+01
1.883093             nan             nan             nan -3.71533609e-01 -1.55736785e+01
1.883661             nan             nan             nan -3.66407991e-01 -1.51663709e+01
1.884229             nan             nan             nan -3.59855999e-01 -1.51110608e+01
1.884795             nan             nan             nan -3.51644774e-01 -1.49576044e+01
1.885361             nan             nan             nan -3.41539972e-01 -1.50304905e+01
1.885926             nan             nan             nan -3.29284836e-01 -1.47787465e+01
1.886491             nan             nan             nan -3.14579866e-01 -1.53441838e+01
1.887054             nan             nan             nan -2.97059359e-01 -1.49985771e+01
1.887617             nan             nan             nan -2.76260672e-01 -1.56432084e+01
1.888179             nan             nan             nan -2.51580295e-01 -1.53332861e+01
1.888741             nan             nan             nan -2.22206905e-01 -1.54923233e+01
1.889302             nan             nan             nan -1.87013350e-01 -1.47062539e+01
1.889862             nan             nan             nan -1.44371674e-01 -1.52308549e+01
1.890421             nan             nan             nan -9.18134015e-02 -1.44069822e+01
1.890980             nan             nan             nan -2.53476084e-02 -1.40257814e+01
1.891537             nan -3.06231765e+00 -3.06231765e+00  0.00000000e+00 -1.39271403e+01
1.892095             nan -2.67117204e+00 -2.67117204e+00  0.00000000e+00 -1.44875377e+01
1.892651             nan -2.47186292e+00 -2.47186292e+00  0.00000000e+00 -1.43996051e+01
1.893207             nan -2.33918780e+00 -2.33918780e+00  0.00000000e+00 -1.46619141e+01
1.893762             nan -2.24131645e+00 -2.24131645e+00  0.00000000e+00 -1.55194533e+01
1.894316             nan -2.16523913e+00 -2.16523913e+00  0.00000000e+00 -1.47662268e+01
1.894870             nan -2.10436022e+00 -2.10436022e+00  0.00000000e+00            -inf
1.895423 -2.98688014e+00 -2.05488502e+00 -2.05488502e+00 -1.02049542e-01 -1.57058847e+01
1.895975 -2.57278208e+00 -2.01444236e+00 -2.01444236e+00 -2.46561417e-01 -1.47251381e+01
1.896526 -2.37439305e+00 -1.98146493e+00 -1.98146493e+00 -3.72788344e-01 -1.49342068e+01
1.897077 -2.24668384e+00 -1.95487680e+00 -1.95487680e+00 -4.89640469e-01 -1.56298017e+01
1.897627 -2.15510895e+00 -1.93392255e+00 -1.93392255e+00 -6.03303914e-01 -1.52827791e+01
1.898176 -2.08588036e+00 -1.91806797e+00 -1.91806797e+00 -7.19347314e-01 -1.49676405e+01
1.898725 -2.03210180e+00 -1.90694012e+00 -1.90694012e+00 -8.44334358e-01 -1.50756784e+01
1.899273 -1.98984251e+00 -1.90029042e+00 -1.90029042e+00 -9.88273584e-01 -1.54625393e+01
1.899821 -1.95666433e+00 -1.89797231e+00 -1.89797231e+00 -1.17089549e+00 -1.51638274e+01
1.900367 -1.93096602e+00 -1.89992890e+00 -1.89992890e+00 -1.44711768e+00 -1.58608408e+01
1.900913 -1.91165521e+00 -1.90618838e+00 -1.90618838e+00 -2.20108419e+00 -1.56784901e+01
1.901458 -1.89797003e+00 -1.91686626e+00 -1.91686626e+00 -1.66250761e+00 -1.51906910e+01
1.902003 -1.88937600e+00 -1.93217497e+00 -1.93217497e+00 -1.30773230e+00 -1.51753823e+01
1.902547 -1.88550406e+00 -1.95244243e+00 -1.95244243e+00 -1.11399778e+00 -1.53312061e+01
1.903090 -1.88611256e+00 -1.97814335e+00 -1.97814335e+00 -9.76502074e-01 -1.56065351e+01
1.903633 -1.89106445e+00 -2.00995016e+00 -2.00995016e+00 -8.66384916e-01 -1.52736983e+01
1.904174 -1.90031489e+00 -2.04881642e+00 -2.04881642e+00 -7.71286281e-01 -1.48088633e+01
1.904716 -1.91390682e+00 -2.09611842e+00 -2.09611842e+00 -6.84544345e-01 -1.56646513e+01
1.905256 -1.93197390e+00 -2.15390819e+00 -2.15390819e+00 -6.01899641e-01 -1.48664989e+01
1.905796 -1.95475119e+00 -2.22540030e+00 -2.22540030e+00 -5.20153268e-01 -1.48152101e+01
1.906335 -1.98259551e+00 -2.31600854e+00 -2.31600854e+00 -4.36457886e-01 -1.47915487e+01
1.906874 -2.01601977e+00 -2.43589752e+00 -2.43589752e+00 -3.47788363e-01 -1.51487810e+01
1.907411 -2.05574889e+00 -2.60784615e+00 -2.60784615e+00 -2.50330442e-01 -1.44539536e+01
1.907949 -2.10281222e+00 -2.90401354e+00 -2.90401354e+00 -1.38442364e-01 -1.38460323e+01
1.908485 -2.15870174e+00 -4.73168294e+00 -4.73168294e+00 -2.32184991e-03 -1.20933277e+01
1.909021 -2.22565868e+00             nan             nan  0.00000000e+00 -1.40053477e+01
1.909556 -2.30723496e+00             nan             nan  0.00000000e+00 -1.46002439e+01
1.910091 -2.40951900e+00             nan             nan  0.00000000e+00 -1.55215355e+01
1.910624 -2.54426626e+00             nan             nan  0.00000000e+00 -1.45079482e+01
1.911158 -2.73916163e+00             nan             nan  0.00000000e+00 -1.46382995e+01
1.911690 -3.09288102e+00             nan             nan  0.00000000e+00 -1.51591679e+01
1.912222             nan             nan             nan -2.00718410e-02            -inf
1.912753             nan             nan             nan -1.13352731e-01 -1.50488666e+01
1.913284             nan             nan             nan -1.88794012e-01 -1.51380377e+01
1.913814             nan             nan             nan -2.52355567e-01 -1.51689605e+01
1.914343             nan             nan             nan -3.07593501e-01 -1.60968408e+01
1.914872             nan             nan             nan -3.56837607e-01 -1.48857291e+01
1.915400             nan             nan             nan -4.01740417e-01 -1.48752688e+01
1.915927             nan             nan             nan -4.43567181e-01 -1.54412921e+01
1.916454             nan             nan             nan -4.83368258e-01 -1.51913127e+01
1.916980             nan             nan             nan -5.22097039e-01 -1.61465384e+01
1.917506             nan             nan             nan -5.60707184e-01 -1.61432412e+01
1.918030             nan             nan             nan -6.00253279e-01 -1.53574572e+01
1.918555             nan             nan             nan -6.42021021e-01 -1.61234948e+01
1.919078             nan             nan             nan -6.87728430e-01 -1.49927097e+01
1.919601             nan             nan             nan -7.39882109e-01 -1.54826518e+01
1.920123             nan             nan             nan -8.02489069e-01 -1.49779575e+01
1.920645             nan             nan             nan -8.82685077e-01 -1.51780829e+01
1.921166             nan             nan             nan -9.95216722e-01 -1.50786762e+01
1.921686             nan             nan             nan -1.17914985e+00 -1.56303026e+01
1.922206             nan             nan             nan -1.62302892e+00 -1.49664286e+01
1.922725             nan             nan             nan -1.52416035e+00 -1.57925465e+01
1.923244             nan             nan             nan -9.93126999e-01 -1.49948868e+01
1.923762             nan             nan             nan -6.91480513e-01 -1.46311101e+01
1.924279             nan             nan             nan -4.42132304e-01 -1.44445809e+01
1.924796             nan             nan             nan -1.93792269e-01 -1.37715279e+01
1.925312             nan -3.43223193e+00 -3.43223193e+00  0.00000000e+00 -1.34607758e+01
1.925828             nan -2.81065559e+00 -2.81065559e+00  0.00000000e+00 -1.50081061e+01
1.926342             nan -2.56777714e+00 -2.56777714e+00  0.00000000e+00 -1.50169013e+01
1.926857             nan -2.41624744e+00 -2.41624744e+00  0.00000000e+00 -1.51336689e+01
1.927370             nan -2.30767538e+00 -2.30767538e+00  0.00000000e+00 -1.48247054e+01
1.927883             nan -2.22458593e+00 -2.22458593e+00  0.00000000e+00 -1.51840013e+01
1.928396             nan -2.15867232e+00 -2.15867232e+00  0.00000000e+00 -1.47891841e+01
1.928908 -3.51384103e+00 -2.10534165e+00 -2.10534165e+00 -3.39262379e-02 -1.48103301e+01
1.929419 -3.17922789e+00 -2.06179923e+00 -2.06179923e+00 -6.64095810e-02 -1.49586078e+01
1.929930 -3.01529676e+00 -2.02623118e+00 -2.02623118e+00 -8.93877752e-02 -1.54335086e+01
1.930440 -2.91613550e+00 -1.99740731e+00 -1.99740731e+00 -1.05245679e-01 -1.54623324e+01
1.930949 -2.85332671e+00 -1.97446968e+00 -1.97446968e+00 -1.15479696e-01 -1.48320576e+01
1.931458 -2.81541779e+00 -1.95681223e+00 -1.95681223e+00 -1.21062128e-01 -1.49910442e+01
1.931966 -2.79709005e+00 -1.94400893e+00 -1.94400893e+00 -1.22632476e-01 -1.48873419e+01
1.932474 -2.79600245e+00 -1.93576973e+00 -1.93576973e+00 -1.20603542e-01 -1.51260300e+01
1.932981 -2.81173120e+00 -1.93191366e+00 -1.93191366e+00 -1.15221569e-01 -1.50884934e+01
1.933487 -2.84558708e+00 -1.93235323e+00 -1.93235323e+00 -1.06599029e-01 -1.50155032e+01
1.933993 -2.90113591e+00 -1.93708728e+00 -1.93708728e+00 -9.47289631e-02 -1.55226525e+01
1.934498 -2.98594345e+00 -1.94620084e+00 -1.94620084e+00 -7.94843443e-02 -1.52705009e+01
1.935003 -3.11690279e+00 -1.95987211e+00 -1.95987211e+00 -6.06020795e-02 -1.54029576e+01
1.935507 -3.34174185e+00 -1.97838779e+00 -1.97838779e+00 -3.76471479e-02 -1.50042307e+01
1.936011 -3.94335041e+00 -2.00216960e+00 -2.00216960e+00 -9.94609212e-03 -1.50596301e+01
1.936514             nan -2.03181772e+00 -2.03181772e+00  0.00000000e+00 -1.48838540e+01
1.937016             nan -2.06818158e+00 -2.06818158e+00  0.00000000e+00 -1.49522255e+01
1.937518             nan -2.11247848e+00 -2.11247848e+00  0.00000000e+00 -1.52089586e+01
1.938019             nan -2.16650141e+00 -2.16650141e+00  0.00000000e+00 -1.46281266e+01
1.938520             nan -2.23300864e+00 -2.23300864e+00  0.00000000e+00 -1.49836931e+01
1.939020             nan -2.31652319e+00 -2.31652319e+00  0.00000000e+00 -1.48702153e+01
1.939519             nan -2.42519807e+00 -2.42519807e+00  0.00000000e+00 -1.46823592e+01
1.940018             nan -2.57609034e+00 -2.57609034e+00  0.00000000e+00 -1.48573205e+01
1.940516             nan -2.81591326e+00 -2.81591326e+00  0.00000000e+00 -1.39530768e+01
1.941014             nan -3.40978149e+00 -3.40978149e+00  0.00000000e+00 -1.35186790e+01
1.941511             nan             nan             nan -2.34937091e-01 -1.52382454e+01
1.942008             nan             nan             nan -7.45847499e-01 -1.46480931e+01
1.942504             nan             nan             nan -9.86709573e-01 -1.45831214e+01
1.943000             nan             nan             nan -4.69300680e-01 -1.45096114e+01
1.943495             nan             nan             nan -2.46417077e-01 -1.51162010e+01
1.943989             nan             nan             nan -8.90629559e-02 -1.52438131e+01
1.944483 -3.41903561e+00             nan             nan  0.00000000e+00 -1.50039424e+01
1.944976 -2.78945273e+00             nan             nan  0.00000000e+00            -inf
1.945469 -2.50354631e+00             nan             nan  0.00000000e+00 -1.47932185e+01
1.945961 -2.30502305e+00             nan             nan  0.00000000e+00 -1.51853574e+01
1.946452 -2.14753526e+00             nan             nan  0.00000000e+00 -1.51540679e+01
1.946943 -2.01380569e+00             nan             nan  0.00000000e+00 -1.49642623e+01
1.947434 -1.89528597e+00             nan             nan  0.00000000e+00 -1.52490377e+01
1.947924 -1.78693323e+00             nan             nan  0.00000000e+00 -1.49591949e+01
1.948413 -1.68532644e+00             nan             nan  0.00000000e+00 -1.61120166e+01
1.948902 -1.58781360e+00             nan             nan  0.00000000e+00 -1.55123036e+01
1.949390 -1.49202836e+00             nan             nan  0.00000000e+00 -1.55103605e+01
1.949878 -1.39552036e+00             nan             nan  0.00000000e+00 -1.53280070e+01
1.950365 -1.29534413e+00             nan             nan  0.00000000e+00            -inf
1.950851 -1.18741527e+00             nan             nan  0.00000000e+00 -1.53811395e+01
1.951338 -1.06521372e+00             nan             nan  0.00000000e+00 -1.52816254e+01
1.951823 -9.16542617e-01             nan             nan  0.00000000e+00 -1.50339807e+01
1.952308 -7.12889482e-01             nan             nan  0.00000000e+00 -1.49228602e+01
1.952792 -3.51295178e-01             nan             nan  0.00000000e+00 -1.54858719e+01
1.953276             nan             nan             nan -3.71503839e-03 -1.51025270e+01
1.953760             nan             nan             nan -1.88131603e-02 -1.53801778e+01
1.954243             nan             nan             nan -2.97274426e-02            -inf
1.954725             nan             nan             nan -3.62098446e-02 -1.48188434e+01
1.955207             nan             nan             nan -3.77325383e-02 -1.44188727e+01
1.955688             nan             nan             nan -3.33603587e-02 -1.47213623e+01
1.956168             nan             nan             nan -2.14985822e-02 -1.45055125e+01
1.956649             nan -4.61414228e+00 -4.61414228e+00  0.00000000e+00 -1.23065263e+01
1.957128             nan -2.94985797e+00 -2.94985797e+00  0.00000000e+00 -1.39010884e+01
1.957607             nan -2.65620095e+00 -2.65620095e+00  0.00000000e+00 -1.40120236e+01
1.958086             nan -2.48578982e+00 -2.48578982e+00  0.00000000e+00 -1.44620666e+01
1.958564             nan -2.36719611e+00 -2.36719611e+00  0.00000000e+00 -1.43054376e+01
1.959041             nan -2.27778949e+00 -2.27778949e+00  0.00000000e+00 -1.43690369e+01
1.959518             nan -2.20745551e+00 -2.20745551e+00  0.00000000e+00 -1.48766206e+01
1.959995 -2.49965001e+00 -2.15080223e+00 -2.15080223e+00 -4.18688510e-01 -1.47349062e+01
1.960471 -2.20931555e+00 -2.10462638e+00 -2.10462638e+00 -9.21008446e-01 -1.52582034e+01
1.960946 -2.05316541e+00 -2.06688255e+00 -2.06688255e+00 -1.80158664e+00 -1.47644683e+01
1.961421 -1.95047002e+00 -2.03619885e+00 -2.03619885e+00 -1.00709447e+00 -1.60256009e+01
1.961895 -1.87690848e+00 -2.01162490e+00 -2.01162490e+00 -8.12856746e-01 -1.47491448e+01
1.962369 -1.82189814e+00 -1.99249095e+00 -1.99249095e+00 -7.12388005e-01 -1.51662188e+01
1.962843 -1.77991047e+00 -1.97832467e+00 -1.97832467e+00 -6.48704957e-01 -1.48530261e+01
1.963316 -1.74771934e+00 -1.96880055e+00 -1.96880055e+00 -6.03501836e-01 -1.53148479e+01
1.963788 -1.72330002e+00 -1.96370876e+00 -1.96370876e+00 -5.68760086e-01 -1.50566983e+01
1.964260 -1.70531807e+00 -1.96293670e+00 -1.96293670e+00 -5.40316652e-01 -1.53998930e+01
1.964731 -1.69286631e+00 -1.96645971e+00 -1.96645971e+00 -5.15748208e-01 -1.52502420e+01
1.965202 -1.68531899e+00 -1.97433901e+00 -1.97433901e+00 -4.93513172e-01 -1.52423627e+01
1.965672 -1.68224650e+00 -1.98672672e+00 -1.98672672e+00 -4.72551197e-01 -1.52969218e+01
1.966142 -1.68336391e+00 -2.00387874e+00 -2.00387874e+00 -4.52074901e-01 -1.49439776e+01
